Land_type,Posted_Date_new,count_govtschools_A,min_dist_govtschools_a,count_govtschools_B,min_dist_govtschools_b,count_semigovtschools,min_dist_semigovtschools,count_intlschools,min_dist_intlschools,count_uni,min_dist_uni,min_dist_nearest_express,min_dist_nearest_railway,min_dist_nearest_bank,count_banks_within_2km,min_dist_nearest_FinanceCompany,count_FinanceCompanies_within_2km,min_dist_nearest_Govt_Hospital,count_Govt_Hospitals,min_dist_nearest_Pvt_Hospital,count_Pvt_Hospital,min_dist_nearest_Pvt_Med_center,count_Pvt_Med_Centers,min_dist_nearest_Supermarket,count_Supermarkets_within2km,min_dist_nearest_Fuel_station,count_Fuel_Stations_within2km,Price per Perch,latitude,longitude
5,2021-09-03,0,4.669966325,1,1.861397839,0,3.631700844,0,11.84086798,0,3.495002423,3.317077568,3.931243406,2.171289137,0,3.259225179,0,3.740711634,0,5.725555046,0,3.362900666,0,0.536616073,2,2.688005657,0,415000.0,6.631149156848254,80.00790262736281
3,2021-09-03,0,4.146354948,3,1.191395803,0,6.06056331,0,11.10565378,0,4.001993712,5.27731528,5.682614182,1.481078738,5,2.032313981,0,4.512436054,0,2.319756239,0,2.70435644,0,1.358658138,7,1.820113651,1,900000.0,6.768164537487618,79.93994481424885
9,2021-09-03,0,4.146354948,3,1.191395803,0,6.06056331,0,11.10565378,0,4.001993712,5.27731528,5.682614182,1.481078738,5,2.032313981,0,4.512436054,0,2.319756239,0,2.70435644,0,1.358658138,7,1.820113651,1,895000.0,6.791710382248053,79.96204303053022
9,2021-09-03,0,3.819412539,3,0.364496008,0,4.687850894,0,8.734721412,0,2.75753304,6.672114016,5.148238391,0.144675834,8,0.10170684,4,3.948000811,0,0.115702883,1,0.338692207,1,0.49262073,12,0.048597652,2,900000.0,6.822353762499576,79.91840758000032
9,2021-09-03,0,4.146354948,3,1.191395803,0,6.06056331,0,11.10565378,0,4.001993712,5.27731528,5.682614182,1.481078738,5,2.032313981,0,4.512436054,0,2.319756239,0,2.70435644,0,1.358658138,7,1.820113651,1,895000.0,6.800134798859213,79.92996029899669
3,2021-09-03,0,4.016690619,1,0.429338572,0,2.727912724,0,3.818288657,1,1.440497502,8.830429042,2.212403368,0.071858443,10,0.087264039,2,1.864090006,1,4.97374457,0,0.811285315,1,0.100746527,11,0.886448814,1,2300000.0,6.843276278625073,79.89369220341577
9,2021-09-03,0,4.146354948,3,1.191395803,0,6.06056331,0,11.10565378,0,4.001993712,5.27731528,5.682614182,1.481078738,5,2.032313981,0,4.512436054,0,2.319756239,0,2.70435644,0,1.358658138,7,1.820113651,1,895000.0,6.782048582531181,79.9701880422993
5,2021-09-03,1,0.775167544,5,0.417572798,2,1.547187854,1,0.824534671,1,1.555973958,11.53988387,0.42972373,0.126142707,18,0.732040308,3,2.020949248,0,2.069620526,0,0.26606382,1,0.460378059,12,0.545357036,3,5800000.0,6.850368442580989,79.86576957851798
3,2021-09-03,0,3.819412539,3,0.364496008,0,4.687850894,0,8.734721412,0,2.75753304,6.672114016,5.148238391,0.144675834,8,0.10170684,4,3.948000811,0,0.115702883,1,0.338692207,1,0.49262073,12,0.048597652,2,780000.0,6.820844551276153,79.91017582356064
3,2021-09-03,0,5.374540285,2,0.699164754,0,7.139995492,0,12.2326613,0,5.350999564,4.118825144,6.739824789,1.821689416,2,3.169233818,0,3.372696016,0,3.522924588,0,3.889013194,0,1.602959146,2,2.940111393,0,550000.0,6.784501929597076,79.94872884477843
3,2021-09-03,0,3.099785658,3,0.190254107,0,3.899164939,1,1.322045762,0,3.232578915,6.632045539,4.07247222,0.046516086,15,0.115221781,3,2.30456467,0,2.966136151,0,0.184195569,2,0.275528356,11,1.185148304,2,2900000.0,6.903643451072934,79.91375534156877
5,2021-09-03,2,1.530830351,12,0.863357361,1,0.906167186,4,1.598612124,1,0.668115654,7.480199518,0.647482412,0.047406525,38,0.491287095,7,2.580394067,0,0.885503165,5,2.1024983,0,0.229319769,17,1.221395666,4,4200000.0,6.901310696419913,79.9008008526416
3,2021-09-03,0,5.178703496,1,0.359088591,0,3.821033403,0,5.651112943,0,4.65088748,1.626447486,3.488327488,0.0702284,6,0.500564858,1,3.316285276,0,6.28108122,0,4.110603517,0,0.225418134,4,0.132466919,1,295000.0,6.873547882381422,80.00343880680886
3,2021-09-03,0,6.499677557,3,0.069944374,0,6.892376061,1,1.87887716,3,1.325521262,3.332054051,6.321523914,0.125554587,9,0.006866358,2,2.768051459,0,3.69256257,0,3.801017223,0,0.297162444,10,0.3277186,2,1500000.0,6.912922946533452,79.95245813462401
9,2021-09-03,0,3.947032227,1,1.741784529,0,3.685223074,0,2.039184201,0,4.333994379,4.620078445,3.239812649,0.047187666,14,0.311696409,1,4.725443891,0,0.346662018,1,2.60600085,0,0.207307327,9,1.832361316,1,3000000.0,6.883135715104437,79.93794612936362
5,2021-09-03,0,3.819412539,3,0.364496008,0,4.687850894,0,8.734721412,0,2.75753304,6.672114016,5.148238391,0.144675834,8,0.10170684,4,3.948000811,0,0.115702883,1,0.338692207,1,0.49262073,12,0.048597652,2,875000.0,6.819865562525805,79.91688519541842
5,2021-09-03,0,4.208843525,1,0.409900767,0,5.773967779,0,12.55411195,0,4.731446487,5.842113383,5.025225136,3.189759435,0,3.70997153,0,5.134437985,0,3.907407861,0,4.290938801,0,3.053364406,0,3.525063347,0,835714.29,6.77204558270804,79.9331237003601
5,2021-09-03,0,4.146354948,3,1.191395803,0,6.06056331,0,11.10565378,0,4.001993712,5.27731528,5.682614182,1.481078738,5,2.032313981,0,4.512436054,0,2.319756239,0,2.70435644,0,1.358658138,7,1.820113651,1,875000.0,6.792891042685916,79.93507028076871
5,2021-09-03,0,4.146354948,3,1.191395803,0,6.06056331,0,11.10565378,0,4.001993712,5.27731528,5.682614182,1.481078738,5,2.032313981,0,4.512436054,0,2.319756239,0,2.70435644,0,1.358658138,7,1.820113651,1,857857.14,6.778443068307467,79.9614270048097
7,2021-09-03,0,3.099785658,3,0.190254107,0,3.899164939,1,1.322045762,0,3.232578915,6.632045539,4.07247222,0.046516086,15,0.115221781,3,2.30456467,0,2.966136151,0,0.184195569,2,0.275528356,11,1.185148304,2,2700000.0,6.912276345926401,79.92090334489635
5,2021-09-03,0,3.819412539,3,0.364496008,0,4.687850894,0,8.734721412,0,2.75753304,6.672114016,5.148238391,0.144675834,8,0.10170684,4,3.948000811,0,0.115702883,1,0.338692207,1,0.49262073,12,0.048597652,2,895000.0,6.801512722978033,79.93447587779475
5,2021-09-03,0,4.146354948,3,1.191395803,0,6.06056331,0,11.10565378,0,4.001993712,5.27731528,5.682614182,1.481078738,5,2.032313981,0,4.512436054,0,2.319756239,0,2.70435644,0,1.358658138,7,1.820113651,1,910000.0,6.7854254823468905,79.95534841669597
5,2021-09-03,0,3.819412539,3,0.364496008,0,4.687850894,0,8.734721412,0,2.75753304,6.672114016,5.148238391,0.144675834,8,0.10170684,4,3.948000811,0,0.115702883,1,0.338692207,1,0.49262073,12,0.048597652,2,900000.0,6.757678428709495,79.9067731378046
5,2021-09-03,0,4.146354948,3,1.191395803,0,6.06056331,0,11.10565378,0,4.001993712,5.27731528,5.682614182,1.481078738,5,2.032313981,0,4.512436054,0,2.319756239,0,2.70435644,0,1.358658138,7,1.820113651,1,915000.0,6.76804126307058,79.95630445997365
3,2021-09-03,2,1.530830351,12,0.863357361,1,0.906167186,4,1.598612124,1,0.668115654,7.480199518,0.647482412,0.047406525,38,0.491287095,7,2.580394067,0,0.885503165,5,2.1024983,0,0.229319769,17,1.221395666,4,5000000.0,6.895492046668677,79.88943629524962
3,2021-09-03,0,4.016690619,1,0.429338572,0,2.727912724,0,3.818288657,1,1.440497502,8.830429042,2.212403368,0.071858443,10,0.087264039,2,1.864090006,1,4.97374457,0,0.811285315,1,0.100746527,11,0.886448814,1,1200000.0,6.852572333753637,79.91248695655555
4,2021-09-03,0,3.947032227,1,1.741784529,0,3.685223074,0,2.039184201,0,4.333994379,4.620078445,3.239812649,0.047187666,14,0.311696409,1,4.725443891,0,0.346662018,1,2.60600085,0,0.207307327,9,1.832361316,1,3000000.0,6.883576188995247,79.93786054295063
3,2021-09-03,0,6.499677557,3,0.069944374,0,6.892376061,1,1.87887716,3,1.325521262,3.332054051,6.321523914,0.125554587,9,0.006866358,2,2.768051459,0,3.69256257,0,3.801017223,0,0.297162444,10,0.3277186,2,1300000.0,6.901631902220054,79.95769290224457
4,2021-09-03,0,2.727171086,5,0.191582432,2,0.581298364,0,2.842966318,0,2.847591288,12.64244388,0.528389071,0.028453853,12,0.323762423,5,3.90721302,0,4.077519439,0,1.188857545,2,0.113299872,20,1.052875673,5,5000000.0,6.85609839016419,79.88966915816272
3,2021-09-03,0,6.499677557,3,0.069944374,0,6.892376061,1,1.87887716,3,1.325521262,3.332054051,6.321523914,0.125554587,9,0.006866358,2,2.768051459,0,3.69256257,0,3.801017223,0,0.297162444,10,0.3277186,2,1350000.0,6.895903314240528,79.94751488466973
4,2021-09-03,2,1.530830351,12,0.863357361,1,0.906167186,4,1.598612124,1,0.668115654,7.480199518,0.647482412,0.047406525,38,0.491287095,7,2.580394067,0,0.885503165,5,2.1024983,0,0.229319769,17,1.221395666,4,5500000.0,6.888740122711354,79.88599576513084
3,2021-09-03,0,3.099785658,3,0.190254107,0,3.899164939,1,1.322045762,0,3.232578915,6.632045539,4.07247222,0.046516086,15,0.115221781,3,2.30456467,0,2.966136151,0,0.184195569,2,0.275528356,11,1.185148304,2,2090000.0,6.891157497415479,79.91763384753482
3,2021-09-03,0,4.208843525,1,0.409900767,0,5.773967779,0,12.55411195,0,4.731446487,5.842113383,5.025225136,3.189759435,0,3.70997153,0,5.134437985,0,3.907407861,0,4.290938801,0,3.053364406,0,3.525063347,0,900000.0,6.762523441808335,79.9265409845439
3,2021-09-03,0,3.099785658,3,0.190254107,0,3.899164939,1,1.322045762,0,3.232578915,6.632045539,4.07247222,0.046516086,15,0.115221781,3,2.30456467,0,2.966136151,0,0.184195569,2,0.275528356,11,1.185148304,2,1700000.0,6.904274915807269,79.92091426431561
9,2021-09-03,0,2.727171086,5,0.191582432,2,0.581298364,0,2.842966318,0,2.847591288,12.64244388,0.528389071,0.028453853,12,0.323762423,5,3.90721302,0,4.077519439,0,1.188857545,2,0.113299872,20,1.052875673,5,3000000.0,6.864549039270179,79.8945352933787
2,2021-09-03,0,10.99800654,2,0.686801718,0,10.30164488,0,3.09405539,0,2.766675534,1.341754436,9.982145833,0.351838973,8,0.25650097,5,4.96489541,0,8.245114297,0,0.271561131,1,0.22296895,5,0.044349224,1,480000.0,6.9358901619312325,79.98174774995128
5,2021-09-03,0,2.727171086,5,0.191582432,2,0.581298364,0,2.842966318,0,2.847591288,12.64244388,0.528389071,0.028453853,12,0.323762423,5,3.90721302,0,4.077519439,0,1.188857545,2,0.113299872,20,1.052875673,5,3000000.0,6.834265347160866,79.87772084064352
7,2021-09-02,0,11.68124247,0,3.699442392,0,8.071884081,0,8.062804667,0,7.028561387,6.124351023,7.643558956,1.844832933,1,4.853199972,0,9.156112966,0,10.52137029,0,5.970519662,0,1.969323048,1,1.735535589,1,430000.0,6.924221234758498,80.03327450249027
3,2021-09-02,0,4.208843525,1,0.409900767,0,5.773967779,0,12.55411195,0,4.731446487,5.842113383,5.025225136,3.189759435,0,3.70997153,0,5.134437985,0,3.907407861,0,4.290938801,0,3.053364406,0,3.525063347,0,890000.0,6.771457137344955,79.9378341438228
7,2021-09-02,0,11.68124247,0,3.699442392,0,8.071884081,0,8.062804667,0,7.028561387,6.124351023,7.643558956,1.844832933,1,4.853199972,0,9.156112966,0,10.52137029,0,5.970519662,0,1.969323048,1,1.735535589,1,430000.0,6.915095337460861,80.02207653999314
3,2021-09-02,0,3.819412539,3,0.364496008,0,4.687850894,0,8.734721412,0,2.75753304,6.672114016,5.148238391,0.144675834,8,0.10170684,4,3.948000811,0,0.115702883,1,0.338692207,1,0.49262073,12,0.048597652,2,600000.0,6.794026849458279,79.96780302413303
3,2021-09-02,0,4.673446369,1,0.386004477,0,4.412525038,0,3.890750378,0,3.876604793,1.871289347,3.876447241,0.024556017,1,2.28896203,0,4.937735081,0,2.968546848,0,4.563301923,0,1.187704419,5,0.074058786,1,950000.0,6.886313150303186,79.95143096492504
3,2021-09-02,0,4.673446369,1,0.386004477,0,4.412525038,0,3.890750378,0,3.876604793,1.871289347,3.876447241,0.024556017,1,2.28896203,0,4.937735081,0,2.968546848,0,4.563301923,0,1.187704419,5,0.074058786,1,770000.0,6.882729841553279,79.9495189648245
5,2021-09-02,0,3.099785658,3,0.190254107,0,3.899164939,1,1.322045762,0,3.232578915,6.632045539,4.07247222,0.046516086,15,0.115221781,3,2.30456467,0,2.966136151,0,0.184195569,2,0.275528356,11,1.185148304,2,4100000.0,6.905597103592279,79.91569686067078
5,2021-09-02,0,3.099785658,3,0.190254107,0,3.899164939,1,1.322045762,0,3.232578915,6.632045539,4.07247222,0.046516086,15,0.115221781,3,2.30456467,0,2.966136151,0,0.184195569,2,0.275528356,11,1.185148304,2,4100000.0,6.902693928491548,79.91815246288569
3,2021-09-02,0,4.208843525,1,0.409900767,0,5.773967779,0,12.55411195,0,4.731446487,5.842113383,5.025225136,3.189759435,0,3.70997153,0,5.134437985,0,3.907407861,0,4.290938801,0,3.053364406,0,3.525063347,0,890000.0,6.769558053477935,79.93131647341403
3,2021-09-02,0,10.99800654,2,0.686801718,0,10.30164488,0,3.09405539,0,2.766675534,1.341754436,9.982145833,0.351838973,8,0.25650097,5,4.96489541,0,8.245114297,0,0.271561131,1,0.22296895,5,0.044349224,1,375000.0,6.937330931859182,79.98236810361655
3,2021-09-02,0,3.819412539,3,0.364496008,0,4.687850894,0,8.734721412,0,2.75753304,6.672114016,5.148238391,0.144675834,8,0.10170684,4,3.948000811,0,0.115702883,1,0.338692207,1,0.49262073,12,0.048597652,2,1100000.0,6.816212195678996,79.9155354675302
3,2021-09-02,0,4.146354948,3,1.191395803,0,6.06056331,0,11.10565378,0,4.001993712,5.27731528,5.682614182,1.481078738,5,2.032313981,0,4.512436054,0,2.319756239,0,2.70435644,0,1.358658138,7,1.820113651,1,895000.0,6.797966638050036,79.95518749973441
3,2021-09-02,0,3.099785658,3,0.190254107,0,3.899164939,1,1.322045762,0,3.232578915,6.632045539,4.07247222,0.046516086,15,0.115221781,3,2.30456467,0,2.966136151,0,0.184195569,2,0.275528356,11,1.185148304,2,1400000.0,6.905604635175668,79.92120127801621
5,2021-09-02,2,0.650935049,6,0.057182506,2,0.805928234,1,0.48894894,2,0.574608738,9.365425049,0.380556553,0.053768922,31,0.540329219,7,1.581158036,1,2.720707053,0,0.487678441,2,0.253841443,24,0.139402968,4,4500000.0,6.848668847656835,79.8945835808803
2,2021-09-02,0,4.146354948,3,1.191395803,0,6.06056331,0,11.10565378,0,4.001993712,5.27731528,5.682614182,1.481078738,5,2.032313981,0,4.512436054,0,2.319756239,0,2.70435644,0,1.358658138,7,1.820113651,1,939755.43,6.780911551006527,79.96394936797526
3,2021-09-02,0,2.727171086,5,0.191582432,2,0.581298364,0,2.842966318,0,2.847591288,12.64244388,0.528389071,0.028453853,12,0.323762423,5,3.90721302,0,4.077519439,0,1.188857545,2,0.113299872,20,1.052875673,5,2272727.27,6.858016831240273,79.8849170722881
3,2021-09-02,1,0.775167544,5,0.417572798,2,1.547187854,1,0.824534671,1,1.555973958,11.53988387,0.42972373,0.126142707,18,0.732040308,3,2.020949248,0,2.069620526,0,0.26606382,1,0.460378059,12,0.545357036,3,3800000.0,6.851289474303152,79.86463273927798
3,2021-09-02,2,1.530830351,12,0.863357361,1,0.906167186,4,1.598612124,1,0.668115654,7.480199518,0.647482412,0.047406525,38,0.491287095,7,2.580394067,0,0.885503165,5,2.1024983,0,0.229319769,17,1.221395666,4,6500000.0,6.893209232323105,79.89003428229151
5,2021-09-02,0,5.374540285,2,0.699164754,0,7.139995492,0,12.2326613,0,5.350999564,4.118825144,6.739824789,1.821689416,2,3.169233818,0,3.372696016,0,3.522924588,0,3.889013194,0,1.602959146,2,2.940111393,0,965517.24,6.776509208901662,79.95529369731716
5,2021-09-02,0,4.208843525,1,0.409900767,0,5.773967779,0,12.55411195,0,4.731446487,5.842113383,5.025225136,3.189759435,0,3.70997153,0,5.134437985,0,3.907407861,0,4.290938801,0,3.053364406,0,3.525063347,0,922785.71,6.761622662245762,79.93485344778381
5,2021-09-02,0,5.374540285,2,0.699164754,0,7.139995492,0,12.2326613,0,5.350999564,4.118825144,6.739824789,1.821689416,2,3.169233818,0,3.372696016,0,3.522924588,0,3.889013194,0,1.602959146,2,2.940111393,0,952906.98,6.781290151556003,79.9504695296295
7,2021-09-02,0,11.68124247,0,3.699442392,0,8.071884081,0,8.062804667,0,7.028561387,6.124351023,7.643558956,1.844832933,1,4.853199972,0,9.156112966,0,10.52137029,0,5.970519662,0,1.969323048,1,1.735535589,1,615000.0,6.921439374589226,80.0211744305385
9,2021-09-02,0,11.68124247,0,3.699442392,0,8.071884081,0,8.062804667,0,7.028561387,6.124351023,7.643558956,1.844832933,1,4.853199972,0,9.156112966,0,10.52137029,0,5.970519662,0,1.969323048,1,1.735535589,1,610000.0,6.922606678403684,80.02730142931988
9,2021-09-02,0,11.68124247,0,3.699442392,0,8.071884081,0,8.062804667,0,7.028561387,6.124351023,7.643558956,1.844832933,1,4.853199972,0,9.156112966,0,10.52137029,0,5.970519662,0,1.969323048,1,1.735535589,1,626865.67,6.91646783054028,80.0222930276711
2,2021-09-02,0,3.819412539,3,0.364496008,0,4.687850894,0,8.734721412,0,2.75753304,6.672114016,5.148238391,0.144675834,8,0.10170684,4,3.948000811,0,0.115702883,1,0.338692207,1,0.49262073,12,0.048597652,2,4000000.0,6.817835676327243,79.90328396984033
3,2021-09-02,2,1.530830351,12,0.863357361,1,0.906167186,4,1.598612124,1,0.668115654,7.480199518,0.647482412,0.047406525,38,0.491287095,7,2.580394067,0,0.885503165,5,2.1024983,0,0.229319769,17,1.221395666,4,2800000.0,6.8989361843088,79.89222538639056
3,2021-09-02,2,0.650935049,6,0.057182506,2,0.805928234,1,0.48894894,2,0.574608738,9.365425049,0.380556553,0.053768922,31,0.540329219,7,1.581158036,1,2.720707053,0,0.487678441,2,0.253841443,24,0.139402968,4,4500000.0,6.868022841506833,79.88565490098019
9,2021-09-02,0,3.819412539,3,0.364496008,0,4.687850894,0,8.734721412,0,2.75753304,6.672114016,5.148238391,0.144675834,8,0.10170684,4,3.948000811,0,0.115702883,1,0.338692207,1,0.49262073,12,0.048597652,2,895000.0,6.817229559529206,79.90267735505829
2,2021-09-02,2,1.530830351,12,0.863357361,1,0.906167186,4,1.598612124,1,0.668115654,7.480199518,0.647482412,0.047406525,38,0.491287095,7,2.580394067,0,0.885503165,5,2.1024983,0,0.229319769,17,1.221395666,4,7000000.0,6.9040500542006304,79.89156132470669
3,2021-09-02,0,4.016690619,1,0.429338572,0,2.727912724,0,3.818288657,1,1.440497502,8.830429042,2.212403368,0.071858443,10,0.087264039,2,1.864090006,1,4.97374457,0,0.811285315,1,0.100746527,11,0.886448814,1,1100000.0,6.846940892875953,79.89841991632261
3,2021-09-02,0,6.499677557,3,0.069944374,0,6.892376061,1,1.87887716,3,1.325521262,3.332054051,6.321523914,0.125554587,9,0.006866358,2,2.768051459,0,3.69256257,0,3.801017223,0,0.297162444,10,0.3277186,2,800000.0,6.904692734671844,79.9519293354455
5,2021-09-02,0,4.208843525,1,0.409900767,0,5.773967779,0,12.55411195,0,4.731446487,5.842113383,5.025225136,3.189759435,0,3.70997153,0,5.134437985,0,3.907407861,0,4.290938801,0,3.053364406,0,3.525063347,0,950000.0,6.762345909160487,79.93759113962349
3,2021-09-02,0,11.38398501,1,0.86658912,0,10.03671583,0,5.241090205,0,4.452395666,3.231228684,9.461703594,1.564251976,1,2.754816493,0,7.391825847,0,10.08753633,0,2.606104768,0,1.45545367,1,1.669502034,1,430000.0,6.934699855796614,80.00417865309313
9,2021-09-02,0,11.68124247,0,3.699442392,0,8.071884081,0,8.062804667,0,7.028561387,6.124351023,7.643558956,1.844832933,1,4.853199972,0,9.156112966,0,10.52137029,0,5.970519662,0,1.969323048,1,1.735535589,1,606060.61,6.920683720610208,80.02408081713405
9,2021-09-02,0,10.99800654,2,0.686801718,0,10.30164488,0,3.09405539,0,2.766675534,1.341754436,9.982145833,0.351838973,8,0.25650097,5,4.96489541,0,8.245114297,0,0.271561131,1,0.22296895,5,0.044349224,1,611940.3,6.937491454116181,79.98207357434568
9,2021-09-02,0,11.68124247,0,3.699442392,0,8.071884081,0,8.062804667,0,7.028561387,6.124351023,7.643558956,1.844832933,1,4.853199972,0,9.156112966,0,10.52137029,0,5.970519662,0,1.969323048,1,1.735535589,1,606060.61,6.923933131039904,80.02738504745817
3,2021-09-02,0,4.208843525,1,0.409900767,0,5.773967779,0,12.55411195,0,4.731446487,5.842113383,5.025225136,3.189759435,0,3.70997153,0,5.134437985,0,3.907407861,0,4.290938801,0,3.053364406,0,3.525063347,0,885000.0,6.770841090418946,79.92926667905144
3,2021-09-02,0,4.146354948,3,1.191395803,0,6.06056331,0,11.10565378,0,4.001993712,5.27731528,5.682614182,1.481078738,5,2.032313981,0,4.512436054,0,2.319756239,0,2.70435644,0,1.358658138,7,1.820113651,1,880000.0,6.796179867480511,79.93939584955804
3,2021-09-02,2,0.650935049,6,0.057182506,2,0.805928234,1,0.48894894,2,0.574608738,9.365425049,0.380556553,0.053768922,31,0.540329219,7,1.581158036,1,2.720707053,0,0.487678441,2,0.253841443,24,0.139402968,4,3200000.0,6.871203246120845,79.89822953264107
5,2021-09-02,1,0.313629583,5,0.182244946,0,2.140726628,0,2.177044336,0,2.246210381,8.09204828,1.80277564,0.069620362,22,0.203343573,3,3.578480242,0,2.072452911,0,2.469709406,0,0.265138276,16,0.346100643,2,3000000.0,6.891157286949096,79.90300710037839
3,2021-09-02,0,3.947032227,1,1.741784529,0,3.685223074,0,2.039184201,0,4.333994379,4.620078445,3.239812649,0.047187666,14,0.311696409,1,4.725443891,0,0.346662018,1,2.60600085,0,0.207307327,9,1.832361316,1,1190000.0,6.875516312960655,79.92962155614644
3,2021-09-02,0,3.947032227,1,1.741784529,0,3.685223074,0,2.039184201,0,4.333994379,4.620078445,3.239812649,0.047187666,14,0.311696409,1,4.725443891,0,0.346662018,1,2.60600085,0,0.207307327,9,1.832361316,1,2000000.0,6.880225625037998,79.93419379152189
5,2021-09-02,0,4.208843525,1,0.409900767,0,5.773967779,0,12.55411195,0,4.731446487,5.842113383,5.025225136,3.189759435,0,3.70997153,0,5.134437985,0,3.907407861,0,4.290938801,0,3.053364406,0,3.525063347,0,852000.0,6.7676727488320685,79.93348862972537
5,2021-09-02,0,4.146354948,3,1.191395803,0,6.06056331,0,11.10565378,0,4.001993712,5.27731528,5.682614182,1.481078738,5,2.032313981,0,4.512436054,0,2.319756239,0,2.70435644,0,1.358658138,7,1.820113651,1,857142.86,6.773184182157506,79.93828647197923
5,2021-09-02,0,4.146354948,3,1.191395803,0,6.06056331,0,11.10565378,0,4.001993712,5.27731528,5.682614182,1.481078738,5,2.032313981,0,4.512436054,0,2.319756239,0,2.70435644,0,1.358658138,7,1.820113651,1,133619.4,6.786025324600168,79.97009546005057
5,2021-09-02,0,5.374540285,2,0.699164754,0,7.139995492,0,12.2326613,0,5.350999564,4.118825144,6.739824789,1.821689416,2,3.169233818,0,3.372696016,0,3.522924588,0,3.889013194,0,1.602959146,2,2.940111393,0,895000.0,6.771768281690386,79.9560809176166
3,2021-09-02,0,3.947032227,1,1.741784529,0,3.685223074,0,2.039184201,0,4.333994379,4.620078445,3.239812649,0.047187666,14,0.311696409,1,4.725443891,0,0.346662018,1,2.60600085,0,0.207307327,9,1.832361316,1,9900000.0,6.882535944218423,79.93529308161577
5,2021-09-02,0,3.819412539,3,0.364496008,0,4.687850894,0,8.734721412,0,2.75753304,6.672114016,5.148238391,0.144675834,8,0.10170684,4,3.948000811,0,0.115702883,1,0.338692207,1,0.49262073,12,0.048597652,2,870000.0,6.800138996475562,79.90709116572306
2,2021-09-02,1,0.313629583,5,0.182244946,0,2.140726628,0,2.177044336,0,2.246210381,8.09204828,1.80277564,0.069620362,22,0.203343573,3,3.578480242,0,2.072452911,0,2.469709406,0,0.265138276,16,0.346100643,2,5500000.0,6.8902286087718645,79.90150768723421
3,2021-09-02,0,10.99800654,2,0.686801718,0,10.30164488,0,3.09405539,0,2.766675534,1.341754436,9.982145833,0.351838973,8,0.25650097,5,4.96489541,0,8.245114297,0,0.271561131,1,0.22296895,5,0.044349224,1,450000.0,6.930959527664781,79.97784213863531
3,2021-09-02,0,11.38398501,1,0.86658912,0,10.03671583,0,5.241090205,0,4.452395666,3.231228684,9.461703594,1.564251976,1,2.754816493,0,7.391825847,0,10.08753633,0,2.606104768,0,1.45545367,1,1.669502034,1,450000.0,6.943861099294862,80.00372897637556
3,2021-09-02,0,11.38398501,1,0.86658912,0,10.03671583,0,5.241090205,0,4.452395666,3.231228684,9.461703594,1.564251976,1,2.754816493,0,7.391825847,0,10.08753633,0,2.606104768,0,1.45545367,1,1.669502034,1,430000.0,6.942219040720086,79.99372579227301
5,2021-09-02,0,6.499677557,3,0.069944374,0,6.892376061,1,1.87887716,3,1.325521262,3.332054051,6.321523914,0.125554587,9,0.006866358,2,2.768051459,0,3.69256257,0,3.801017223,0,0.297162444,10,0.3277186,2,3100000.0,6.913189293007789,79.95636067169899
5,2021-09-02,1,0.775167544,5,0.417572798,2,1.547187854,1,0.824534671,1,1.555973958,11.53988387,0.42972373,0.126142707,18,0.732040308,3,2.020949248,0,2.069620526,0,0.26606382,1,0.460378059,12,0.545357036,3,3000000.0,6.853922069431003,79.8635524153668
9,2021-09-02,0,11.68124247,0,3.699442392,0,8.071884081,0,8.062804667,0,7.028561387,6.124351023,7.643558956,1.844832933,1,4.853199972,0,9.156112966,0,10.52137029,0,5.970519662,0,1.969323048,1,1.735535589,1,646153.85,6.918073101144577,80.02130810504646
9,2021-09-02,0,4.35514787,2,0.298158053,1,1.501669139,0,9.814940339,0,3.998696251,2.379564136,0.489734538,0.201421298,7,0.1117347,5,1.613722753,1,6.002335808,0,0.67813225,1,0.014518784,4,0.899794951,1,625954.2,6.863315022996312,79.98932680050024
9,2021-09-02,0,4.35514787,2,0.298158053,1,1.501669139,0,9.814940339,0,3.998696251,2.379564136,0.489734538,0.201421298,7,0.1117347,5,1.613722753,1,6.002335808,0,0.67813225,1,0.014518784,4,0.899794951,1,600000.0,6.83137780471113,80.01709252814906
3,2021-09-02,2,1.530830351,12,0.863357361,1,0.906167186,4,1.598612124,1,0.668115654,7.480199518,0.647482412,0.047406525,38,0.491287095,7,2.580394067,0,0.885503165,5,2.1024983,0,0.229319769,17,1.221395666,4,4400000.0,6.890069987009659,79.8866500949666
3,2021-09-02,0,10.99800654,2,0.686801718,0,10.30164488,0,3.09405539,0,2.766675534,1.341754436,9.982145833,0.351838973,8,0.25650097,5,4.96489541,0,8.245114297,0,0.271561131,1,0.22296895,5,0.044349224,1,420000.0,6.932335757132389,79.98167380404368
9,2021-09-02,0,4.146354948,3,1.191395803,0,6.06056331,0,11.10565378,0,4.001993712,5.27731528,5.682614182,1.481078738,5,2.032313981,0,4.512436054,0,2.319756239,0,2.70435644,0,1.358658138,7,1.820113651,1,895000.0,6.780457202887578,79.94696545196165
3,2021-09-02,0,11.38398501,1,0.86658912,0,10.03671583,0,5.241090205,0,4.452395666,3.231228684,9.461703594,1.564251976,1,2.754816493,0,7.391825847,0,10.08753633,0,2.606104768,0,1.45545367,1,1.669502034,1,450000.0,6.934879886357053,80.0027872729912
