14,kahathuduwa,8.0,per perch,Residential,8/30/2021,24.82,0,6.507930948,1,1.74454569,0,6.616528036,0,13.66352112,0,5.090707489,0.409507119,6.811585774,0.031648336,2,6.398816771,0,1.163402046,1,6.806019692,0,6.468764411,0,3.055274365,0,5.118456884,0," 520,000.00 "," 520,000.00 ",6.778032785220159,79.99263776136425,7,2941,0,0,1,2942,0,0,7,515,0,0,0,0,1,5932,3,2639,0,0,0,0,0,0,20,123,0,0,10,5825,1,1712,0,0,0,0,0,0,0,0
12,nawala,13.0,per perch,Residential,8/30/2021,9.16,2,1.530830351,12,0.863357361,1,0.906167186,4,1.598612124,1,0.668115654,7.480199518,0.647482412,0.047406525,38,0.491287095,7,2.580394067,0,0.885503165,5,2.1024983,0,0.229319769,17,1.221395666,4," 3,800,000.00 "," 3,800,000.00 ",6.897530371872576,79.88507064959629,20,892,11,1484,2,1020,2,1629,20,896,7,898,2,490,10,1162,20,1506,9,608,1,1378,7,1441,20,928,20,1036,20,693,1,919,0,0,10,1702,1,1344,2,1228
8,nugegoda,6.0,per perch,Residential,8/30/2021,10.57,2,0.650935049,6,0.057182506,2,0.805928234,1,0.48894894,2,0.574608738,9.365425049,0.380556553,0.053768922,31,0.540329219,7,1.581158036,1,2.720707053,0,0.487678441,2,0.253841443,24,0.139402968,4," 3,500,000.00 "," 3,500,000.00 ",6.865144322570334,79.89984994529833,20,1578,15,1700,4,1062,0,0,20,367,7,534,2,798,12,282,20,447,20,447,1,340,12,1561,20,235,20,447,20,447,5,1076,1,546,8,1333,1,1793,1,1678
4,kesbewa,7.0,per perch,"Commercial, Residential",8/30/2021,21.21,0,4.146354948,3,1.191395803,0,6.06056331,0,11.10565378,0,4.001993712,5.27731528,5.682614182,1.481078738,5,2.032313981,0,4.512436054,0,2.319756239,0,2.70435644,0,1.358658138,7,1.820113651,1," 885,000.00 "," 885,000.00 ",6.777276720522209,79.96338131264956,4,651,0,0,0,0,13,461,6,48,1,1210,0,0,0,0,2,1538,1,280,0,0,0,0,20,48,8,477,2,338,0,0,0,0,0,0,0,0,0,0
5,piliyandala,6.7,total price,"Commercial, Residential",8/30/2021,18.85,0,3.819412539,3,0.364496008,0,4.687850894,0,8.734721412,0,2.75753304,6.672114016,5.148238391,0.144675834,8,0.10170684,4,3.948000811,0,0.115702883,1,0.338692207,1,0.49262073,12,0.048597652,2," 5,762,000.00 "," 860,000.00 ",6.823401640168052,79.90639346312885,20,160,2,1459,0,0,0,0,13,355,3,1316,0,0,1,517,6,662,4,413,0,0,1,1092,20,160,12,1161,20,160,0,0,0,0,6,405,1,861,1,1526
20,pitakotte,10.4,per perch,Residential,8/30/2021,10.64,1,0.313629583,5,0.182244946,0,2.140726628,0,2.177044336,0,2.246210381,8.09204828,1.80277564,0.069620362,22,0.203343573,3,3.578480242,0,2.072452911,0,2.469709406,0,0.265138276,16,0.346100643,2," 2,400,000.00 "," 2,400,000.00 ",6.890425028325134,79.91289199717413,19,363,1,2925,0,0,0,0,20,227,8,2295,0,0,2,1962,11,539,0,0,0,0,3,231,20,363,20,635,20,241,0,0,0,0,2,1660,0,0,2,935
13,dehiwala,15.0,per perch,"Commercial, Residential",8/30/2021,10.96,1,0.775167544,5,0.417572798,2,1.547187854,1,0.824534671,1,1.555973958,11.53988387,0.42972373,0.126142707,18,0.732040308,3,2.020949248,0,2.069620526,0,0.26606382,1,0.460378059,12,0.545357036,3," 5,000,000.00 "," 5,000,000.00 ",6.851037428510503,79.864584936698,20,97,17,34,4,1516,0,0,20,43,18,209,3,588,12,131,20,43,20,150,1,271,14,132,20,69,20,108,20,43,1,809,3,54,17,43,1,1279,1,1686
13,dehiwala,14.5,per perch,"Commercial, Residential",8/30/2021,10.96,1,0.775167544,5,0.417572798,2,1.547187854,1,0.824534671,1,1.555973958,11.53988387,0.42972373,0.126142707,18,0.732040308,3,2.020949248,0,2.069620526,0,0.26606382,1,0.460378059,12,0.545357036,3," 7,000,000.00 "," 7,000,000.00 ",6.8498386537880105,79.86493662508244,20,605,18,394,4,1938,0,0,20,2024,19,830,3,2245,10,777,20,441,20,1549,1,401,14,729,20,2057,20,478,20,419,1,1230,3,450,18,438,1,1719,1,2126
21,maharagama,6.0,per perch,"Commercial, Residential",8/30/2021,15.34,0,4.222294805,4,0.369010476,1,0.382122379,0,5.026014326,0,2.696064051,6.132844101,0.105448493,0.204660942,10,0.286628589,4,1.451908281,1,2.904116106,0,3.275002357,0,0.52902818,12,0.218559789,3," 2,425,000.00 "," 2,425,000.00 ",6.860794465170386,79.93846449082393,14,148,2,1345,1,2620,0,0,20,832,8,180,1,1067,5,542,14,275,1,1366,0,0,2,1076,20,149,20,376,20,1759,0,0,0,0,5,729,1,758,0,0
12,nawala,11.98,per perch,"Commercial, Residential",8/30/2021,9.16,2,1.530830351,12,0.863357361,1,0.906167186,4,1.598612124,1,0.668115654,7.480199518,0.647482412,0.047406525,38,0.491287095,7,2.580394067,0,0.885503165,5,2.1024983,0,0.229319769,17,1.221395666,4," 6,100,000.00 "," 6,100,000.00 ",6.900826225309041,79.89470651693847,20,93,7,223,3,1051,2,977,20,126,10,313,2,1578,9,77,9,263,13,73,0,0,8,481,20,226,20,77,20,196,1,1331,2,462,9,99,3,780,3,960
