Address_ID,Address,Land_size(Perches),Price_Scale,Land_type,Posted_Date_new,Distance from fort,count_govtschools_A,min_dist_govtschools_a,count_govtschools_B,min_dist_govtschools_b,count_semigovtschools,min_dist_semigovtschools,count_intlschools,min_dist_intlschools,count_uni,min_dist_uni,min_dist_nearest_express,min_dist_nearest_railway,min_dist_nearest_bank,count_banks_within_2km,min_dist_nearest_FinanceCompany,count_FinanceCompanies_within_2km,min_dist_nearest_Govt_Hospital,count_Govt_Hospitals,min_dist_nearest_Pvt_Hospital,count_Pvt_Hospital,min_dist_nearest_Pvt_Med_center,count_Pvt_Med_Centers,min_dist_nearest_Supermarket,count_Supermarkets_within2km,min_dist_nearest_Fuel_station,count_Fuel_Stations_within2km,Mentioned Price(Rs),Price per Perch,latitude,longitude,bakery_count,bakery_mdist,bank_count,bank_mdist,bar_count,bar_mdist,bus_station_count,bus_station_mdist,clothing_store_count,clothing_store_mdist,doctor_count,doctor_mdist,gas_station_count,gas_station_mdist,gym_count,gym_mdist,hospital_count,hospital_mdist,university_count,university_mdist,train_station_count,train_station_mdist,supermarket_count,supermarket_mdist,store_count,store_mdist,school_count,school_mdist,restaurant_count,restaurant_mdist,police_count,police_mdist,post_office_count,post_office_mdist,pharmacy_count,pharmacy_mdist,movie_theater_count,movie_theater_mdist,library_count,library_mdist
6,battaramulla,20.0,total price,Residential,9/16/2021,11.35,0,3.099785658,3,0.190254107,0,3.899164939,1,1.322045762,0,3.232578915,6.632045539,4.07247222,0.046516086,15,0.115221781,3,2.30456467,0,2.966136151,0,0.184195569,2,0.275528356,11,1.185148304,2," 46,000,000.00 "," 2,300,000.00 ",6.90649184255207,79.91940203120456,20,495,18,509,5,777,1,975,20,612,9,673,2,884,11,605,14,601,8,354,0,0,6,500,20,550,20,78,20,107,3,719,4,567,7,588,0,0,3,884
1,ranala,9.6,per perch,Residential,9/16/2021,23.32,0,11.68124247,0,3.699442392,0,8.071884081,0,8.062804667,0,7.028561387,6.124351023,7.643558956,1.844832933,1,4.853199972,0,9.156112966,0,10.52137029,0,5.970519662,0,1.969323048,1,1.735535589,1," 450,000.00 "," 450,000.00 ",6.914424995815908,80.0226732232804,2,1413,1,943,0,0,0,0,6,625,0,0,0,0,0,0,2,1204,0,0,0,0,0,0,20,309,5,1212,5,734,0,0,0,0,0,0,1,574,0,0
7,malabe,7.1,per perch,"Agricultural, Commercial, Residential",9/16/2021,14.94,0,6.499677557,3,0.069944374,0,6.892376061,1,1.87887716,3,1.325521262,3.332054051,6.321523914,0.125554587,9,0.006866358,2,2.768051459,0,3.69256257,0,3.801017223,0,0.297162444,10,0.3277186,2," 450,000.00 "," 450,000.00 ",6.904235989256089,79.98121114424714,6,910,0,0,2,2158,0,0,6,690,1,3312,0,0,1,1842,4,2005,0,0,0,0,1,2848,20,0,4,2453,8,4051,0,0,0,0,2,3207,0,0,0,0
17,athurugiriya,6.0,total price,"Commercial, Residential",9/16/2021,19.59,0,5.178703496,1,0.359088591,0,3.821033403,0,5.651112943,0,4.65088748,1.626447486,3.488327488,0.0702284,6,0.500564858,1,3.316285276,0,6.28108122,0,4.110603517,0,0.225418134,4,0.132466919,1," 7,300,000.00 "," 1,216,666.67 ",6.869086771815871,79.99158302415807,13,1000,8,1123,0,0,1,1263,19,145,6,710,2,788,3,1070,8,356,0,0,0,0,4,717,20,145,12,656,17,145,1,1134,0,0,6,787,0,0,1,967
17,athurugiriya,12.6,per perch,"Commercial, Residential",9/16/2021,19.59,0,5.178703496,1,0.359088591,0,3.821033403,0,5.651112943,0,4.65088748,1.626447486,3.488327488,0.0702284,6,0.500564858,1,3.316285276,0,6.28108122,0,4.110603517,0,0.225418134,4,0.132466919,1," 1,025,000.00 "," 1,025,000.00 ",6.881455733826351,79.9960340061247,14,267,12,1249,2,1934,1,1384,20,741,5,1805,3,1152,8,925,9,766,4,738,0,0,5,2216,20,16,18,1054,20,15,0,0,2,1229,9,901,0,0,0,0
17,athurugiriya,16.3,total price,Residential,9/16/2021,19.59,0,5.178703496,1,0.359088591,0,3.821033403,0,5.651112943,0,4.65088748,1.626447486,3.488327488,0.0702284,6,0.500564858,1,3.316285276,0,6.28108122,0,4.110603517,0,0.225418134,4,0.132466919,1," 19,800,000.00 "," 1,214,723.93 ",6.871190227060308,79.99661519622171,19,180,4,971,1,751,0,0,20,605,8,671,5,1512,3,918,8,294,0,0,0,0,4,769,20,124,16,343,19,153,1,442,0,0,6,674,0,0,1,1345
4,kesbewa,8.5,per perch,"Commercial, Residential, Other",9/16/2021,21.21,0,4.146354948,3,1.191395803,0,6.06056331,0,11.10565378,0,4.001993712,5.27731528,5.682614182,1.481078738,5,2.032313981,0,4.512436054,0,2.319756239,0,2.70435644,0,1.358658138,7,1.820113651,1," 900,000.00 "," 900,000.00 ",6.768842387128106,79.94816331791075,10,694,0,0,2,1588,12,4290,6,537,2,940,0,0,1,1015,5,488,1,390,0,0,1,221,20,8,7,387,11,143,0,0,1,3423,1,261,0,0,0,0
1,ranala,9.6,per perch,Residential,9/16/2021,23.32,0,11.68124247,0,3.699442392,0,8.071884081,0,8.062804667,0,7.028561387,6.124351023,7.643558956,1.844832933,1,4.853199972,0,9.156112966,0,10.52137029,0,5.970519662,0,1.969323048,1,1.735535589,1," 450,000.00 "," 450,000.00 ",6.91631975568492,80.02267992735399,2,1511,2,684,0,0,0,0,8,724,1,846,1,1247,1,1402,4,945,0,0,0,0,1,1266,20,3,5,545,12,832,0,0,1,1194,2,1269,1,672,0,0
23,kirulapone,20.0,total price,"Commercial, Residential, Other",9/16/2021,8.43,6,0.939433548,9,0.601617972,4,0.555210369,6,0.529896202,5,0.68379499,8.270892022,1.393859989,0.06226201,43,0.107440189,11,1.478613636,1,1.066322748,6,1.082209212,3,0.220060054,23,0.776471572,5," 120,000,000.00 "," 6,000,000.00 ",6.883253838887303,79.87195764587642,20,395,20,424,15,859,0,0,20,535,20,592,3,424,12,1147,20,416,17,472,0,0,14,601,20,158,20,242,20,567,1,1083,7,864,20,735,1,1077,4,1555
17,athurugiriya,20.0,per perch,Residential,9/16/2021,19.59,0,5.178703496,1,0.359088591,0,3.821033403,0,5.651112943,0,4.65088748,1.626447486,3.488327488,0.0702284,6,0.500564858,1,3.316285276,0,6.28108122,0,4.110603517,0,0.225418134,4,0.132466919,1," 780,000.00 "," 780,000.00 ",6.878097141911469,79.99350511915569,14,1300,11,1026,1,1235,1,950,20,788,4,921,2,718,6,492,11,333,2,305,0,0,5,1131,20,1298,17,1444,20,604,1,1680,1,796,8,870,0,0,0,0
1,ranala,6.65,total price,"Commercial, Residential, Other",9/16/2021,23.32,0,11.68124247,0,3.699442392,0,8.071884081,0,8.062804667,0,7.028561387,6.124351023,7.643558956,1.844832933,1,4.853199972,0,9.156112966,0,10.52137029,0,5.970519662,0,1.969323048,1,1.735535589,1," 3,850,000.00 "," 578,947.37 ",6.919340819008984,80.03329545669374,5,442,2,265,1,766,0,0,4,902,1,86,0,0,0,0,1,340,0,0,0,0,0,0,20,80,5,814,11,301,0,0,1,814,1,845,0,0,0,0
12,nawala,15.5,total price,"Commercial, Residential",9/16/2021,9.16,2,1.530830351,12,0.863357361,1,0.906167186,4,1.598612124,1,0.668115654,7.480199518,0.647482412,0.047406525,38,0.491287095,7,2.580394067,0,0.885503165,5,2.1024983,0,0.229319769,17,1.221395666,4," 72,850,000.00 "," 4,700,000.00 ",6.903881649105014,79.89069929046552,20,498,12,458,4,2294,3,2878,20,538,13,505,0,0,10,397,18,462,16,974,0,0,9,234,20,498,20,214,20,2517,1,1281,4,412,14,449,3,1231,3,1941
4,kesbewa,6.5,per perch,Residential,9/16/2021,21.21,0,4.146354948,3,1.191395803,0,6.06056331,0,11.10565378,0,4.001993712,5.27731528,5.682614182,1.481078738,5,2.032313981,0,4.512436054,0,2.319756239,0,2.70435644,0,1.358658138,7,1.820113651,1," 895,000.00 "," 895,000.00 ",6.7842916609033095,79.96576300513195,13,465,1,715,0,0,4,696,15,267,0,0,1,723,1,865,9,633,2,633,0,0,3,714,20,714,18,460,16,604,0,0,1,423,3,260,0,0,2,446
13,dehiwala,15.0,per perch,"Commercial, Residential",9/16/2021,10.96,1,0.775167544,5,0.417572798,2,1.547187854,1,0.824534671,1,1.555973958,11.53988387,0.42972373,0.126142707,18,0.732040308,3,2.020949248,0,2.069620526,0,0.26606382,1,0.460378059,12,0.545357036,3," 5,000,000.00 "," 5,000,000.00 ",6.85367163733129,79.86368404051571,20,237,17,865,5,1957,0,0,20,358,20,307,3,354,13,540,20,835,20,674,1,515,13,540,20,242,20,716,20,194,1,1249,3,462,16,235,1,1046,2,1453
17,athurugiriya,11.4,per perch,Residential,9/16/2021,19.59,0,5.178703496,1,0.359088591,0,3.821033403,0,5.651112943,0,4.65088748,1.626447486,3.488327488,0.0702284,6,0.500564858,1,3.316285276,0,6.28108122,0,4.110603517,0,0.225418134,4,0.132466919,1," 690,000.00 "," 690,000.00 ",6.875701532243286,80.00290851500796,13,673,0,0,1,1521,0,0,13,718,3,727,2,1778,0,0,2,719,0,0,0,0,1,1540,20,161,13,632,10,719,1,1396,0,0,3,2303,0,0,0,0
5,piliyandala,9.5,per perch,"Commercial, Residential, Other",9/16/2021,18.85,0,3.819412539,3,0.364496008,0,4.687850894,0,8.734721412,0,2.75753304,6.672114016,5.148238391,0.144675834,8,0.10170684,4,3.948000811,0,0.115702883,1,0.338692207,1,0.49262073,12,0.048597652,2," 900,000.00 "," 900,000.00 ",6.803561858961428,79.93733532795191,18,27,2,967,5,1206,0,0,19,2,7,519,1,1473,6,1485,15,337,1,1702,0,0,6,518,20,2,14,262,20,1293,0,0,1,1640,4,263,0,0,1,1570
13,dehiwala,7.5,per perch,Residential,9/16/2021,10.96,1,0.775167544,5,0.417572798,2,1.547187854,1,0.824534671,1,1.555973958,11.53988387,0.42972373,0.126142707,18,0.732040308,3,2.020949248,0,2.069620526,0,0.26606382,1,0.460378059,12,0.545357036,3," 3,500,000.00 "," 3,500,000.00 ",6.852115811996913,79.86516441377516,20,83,16,278,4,1530,0,0,20,264,20,222,3,420,12,312,20,230,20,30,1,451,14,313,20,2,20,82,20,137,1,822,4,235,19,137,1,1111,1,1518
9,bomiriya,7.3,per perch,Residential,9/16/2021,20.21,0,11.38398501,1,0.86658912,0,10.03671583,0,5.241090205,0,4.452395666,3.231228684,9.461703594,1.564251976,1,2.754816493,0,7.391825847,0,10.08753633,0,2.606104768,0,1.45545367,1,1.669502034,1," 430,000.00 "," 430,000.00 ",6.941900878389864,79.991335274029,16,3490,3,6951,3,3051,0,0,19,3408,2,5746,2,4223,2,6951,5,5746,0,0,0,0,7,3018,20,3492,20,3450,20,6891,0,0,1,3278,5,3504,1,5964,0,0
1,ranala,6.9,per perch,Residential,9/16/2021,23.32,0,11.68124247,0,3.699442392,0,8.071884081,0,8.062804667,0,7.028561387,6.124351023,7.643558956,1.844832933,1,4.853199972,0,9.156112966,0,10.52137029,0,5.970519662,0,1.969323048,1,1.735535589,1," 625,000.00 "," 625,000.00 ",6.915682827538782,80.02183672771716,2,1021,2,760,0,0,0,0,8,648,1,922,1,1323,1,1478,4,1021,0,0,0,0,1,1342,20,73,6,621,10,756,0,0,1,1270,1,1345,1,596,0,0
22,hokandara,20.0,per perch,"Commercial, Residential",9/16/2021,16.39,0,4.673446369,1,0.386004477,0,4.412525038,0,3.890750378,0,3.876604793,1.871289347,3.876447241,0.024556017,1,2.28896203,0,4.937735081,0,2.968546848,0,4.563301923,0,1.187704419,5,0.074058786,1," 1,850,000.00 "," 1,850,000.00 ",6.885802257800787,79.95307052737039,19,374,1,1258,0,0,0,0,12,314,6,755,0,0,1,603,4,596,1,1124,0,0,4,2590,20,150,12,240,20,565,0,0,0,0,1,1192,0,0,0,0
3,kaduwela,6.5,per perch,Residential,9/15/2021,17.66,0,10.99800654,2,0.686801718,0,10.30164488,0,3.09405539,0,2.766675534,1.341754436,9.982145833,0.351838973,8,0.25650097,5,4.96489541,0,8.245114297,0,0.271561131,1,0.22296895,5,0.044349224,1," 650,000.00 "," 650,000.00 ",6.92885968373768,79.97796765643349,15,624,15,476,2,1157,0,0,20,417,5,441,5,743,10,1328,10,1664,2,718,0,0,5,393,20,113,20,207,20,326,1,12644,1,2168,7,1215,0,0,1,1804
14,kahathuduwa,6.5,per perch,Residential,9/15/2021,24.82,0,6.507930948,1,1.74454569,0,6.616528036,0,13.66352112,0,5.090707489,0.409507119,6.811585774,0.031648336,2,6.398816771,0,1.163402046,1,6.806019692,0,6.468764411,0,3.055274365,0,5.118456884,0," 415,000.00 "," 415,000.00 ",6.792700779540249,80.001789553383,3,871,0,0,0,0,1,1803,1,2185,1,1185,0,0,1,1164,1,1684,0,0,0,0,0,0,20,417,2,915,4,741,0,0,1,2025,1,1198,0,0,0,0
6,battaramulla,17.0,per perch,Residential,9/15/2021,11.35,0,3.099785658,3,0.190254107,0,3.899164939,1,1.322045762,0,3.232578915,6.632045539,4.07247222,0.046516086,15,0.115221781,3,2.30456467,0,2.966136151,0,0.184195569,2,0.275528356,11,1.185148304,2," 3,500,000.00 "," 3,500,000.00 ",6.9024555336896,79.92448932468872,20,19,16,1249,3,673,1,1033,20,330,11,241,3,1096,12,597,20,167,11,1383,0,0,11,522,20,354,20,222,20,257,4,1794,4,625,12,434,0,0,2,942
7,malabe,8.2,per perch,Residential,9/15/2021,14.94,0,6.499677557,3,0.069944374,0,6.892376061,1,1.87887716,3,1.325521262,3.332054051,6.321523914,0.125554587,9,0.006866358,2,2.768051459,0,3.69256257,0,3.801017223,0,0.297162444,10,0.3277186,2," 1,600,000.00 "," 1,600,000.00 ",6.909153436651296,79.95152409516274,20,447,16,1410,2,1511,0,0,20,1240,10,525,2,1346,7,646,10,643,2,1121,0,0,12,955,20,1692,20,369,20,508,0,0,1,1717,9,393,1,1945,1,1180
14,kahathuduwa,12.1,per perch,"Commercial, Residential",9/15/2021,24.82,0,6.507930948,1,1.74454569,0,6.616528036,0,13.66352112,0,5.090707489,0.409507119,6.811585774,0.031648336,2,6.398816771,0,1.163402046,1,6.806019692,0,6.468764411,0,3.055274365,0,5.118456884,0," 565,000.00 "," 565,000.00 ",6.791213886940795,80.01381897315322,2,1236,0,0,0,0,0,0,4,1943,0,0,0,0,2,2964,2,542,0,0,0,0,1,1899,20,351,4,533,1,1727,0,0,0,0,1,533,0,0,0,0
14,kahathuduwa,6.0,per perch,"Commercial, Residential",9/15/2021,24.82,0,6.507930948,1,1.74454569,0,6.616528036,0,13.66352112,0,5.090707489,0.409507119,6.811585774,0.031648336,2,6.398816771,0,1.163402046,1,6.806019692,0,6.468764411,0,3.055274365,0,5.118456884,0," 395,000.00 "," 395,000.00 ",6.796184842015079,80.0047083483801,5,285,1,1130,0,0,1,1057,3,675,1,680,0,0,1,705,6,636,0,0,0,0,0,0,20,285,5,688,7,415,0,0,1,835,3,671,0,0,0,0
24,diyagama,6.0,per perch,"Commercial, Residential",9/15/2021,23.79,0,4.669966325,1,1.861397839,0,3.631700844,0,11.84086798,0,3.495002423,3.317077568,3.931243406,2.171289137,0,3.259225179,0,3.740711634,0,5.725555046,0,3.362900666,0,0.536616073,2,2.688005657,0," 390,000.00 "," 390,000.00 ",6.62756309589466,80.00391719344333,2,232,0,0,0,0,0,0,1,17982,0,0,0,0,0,0,1,1725,0,0,0,0,0,0,9,232,4,17483,1,748,0,0,0,0,0,0,0,0,0,0
7,malabe,7.0,per perch,Residential,9/15/2021,14.94,0,6.499677557,3,0.069944374,0,6.892376061,1,1.87887716,3,1.325521262,3.332054051,6.321523914,0.125554587,9,0.006866358,2,2.768051459,0,3.69256257,0,3.801017223,0,0.297162444,10,0.3277186,2," 1,400,000.00 "," 1,400,000.00 ",6.918167567351063,79.94631366130109,20,340,1,352,4,815,0,0,20,318,6,926,2,366,1,1835,13,611,2,1079,0,0,2,1059,20,318,14,918,19,435,0,0,1,1537,4,798,0,0,0,0
12,nawala,6.0,per perch,"Agricultural, Commercial, Residential, Other",9/15/2021,9.16,2,1.530830351,12,0.863357361,1,0.906167186,4,1.598612124,1,0.668115654,7.480199518,0.647482412,0.047406525,38,0.491287095,7,2.580394067,0,0.885503165,5,2.1024983,0,0.229319769,17,1.221395666,4," 3,000,000.00 "," 3,000,000.00 ",6.901416344171189,79.89143841208843,20,1274,5,495,3,893,3,933,20,631,11,511,0,0,9,403,11,511,12,652,0,0,7,284,20,644,20,832,20,1315,1,1288,2,418,10,455,3,1237,3,1354
23,kirulapone,7.0,per perch,"Commercial, Residential",9/15/2021,8.43,6,0.939433548,9,0.601617972,4,0.555210369,6,0.529896202,5,0.68379499,8.270892022,1.393859989,0.06226201,43,0.107440189,11,1.478613636,1,1.066322748,6,1.082209212,3,0.220060054,23,0.776471572,5," 12,000,000.00 "," 12,000,000.00 ",6.887907094293434,79.88054360601068,20,1382,20,1384,12,1932,1,1464,20,1214,14,1354,4,559,11,1825,20,374,20,2049,1,852,10,976,20,160,20,253,20,57,2,968,7,1788,19,1684,0,0,3,1859
15,homagama,7.0,per perch,"Commercial, Residential",9/15/2021,22.61,0,4.35514787,2,0.298158053,1,1.501669139,0,9.814940339,0,3.998696251,2.379564136,0.489734538,0.201421298,7,0.1117347,5,1.613722753,1,6.002335808,0,0.67813225,1,0.014518784,4,0.899794951,1," 685,000.00 "," 685,000.00 ",6.852177726449061,79.98819794957406,15,248,1,992,0,0,1,968,9,195,3,892,0,0,1,1274,13,844,0,0,1,1633,4,787,20,352,13,739,20,933,0,0,1,798,4,1461,0,0,0,0
24,diyagama,6.0,per perch,Residential,9/15/2021,23.79,0,4.669966325,1,1.861397839,0,3.631700844,0,11.84086798,0,3.495002423,3.317077568,3.931243406,2.171289137,0,3.259225179,0,3.740711634,0,5.725555046,0,3.362900666,0,0.536616073,2,2.688005657,0," 405,000.00 "," 405,000.00 ",6.628998435275354,79.99531442555853,1,16629,0,0,1,897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15477,4,833,1,16113,0,0,0,0,0,0,0,0,0,0
3,kaduwela,6.0,per perch,"Residential, Other",9/15/2021,17.66,0,10.99800654,2,0.686801718,0,10.30164488,0,3.09405539,0,2.766675534,1.341754436,9.982145833,0.351838973,8,0.25650097,5,4.96489541,0,8.245114297,0,0.271561131,1,0.22296895,5,0.044349224,1," 420,000.00 "," 420,000.00 ",6.938959579939347,79.98121790426129,20,405,12,237,3,927,1,369,20,234,3,936,3,202,9,186,9,139,0,0,0,0,13,255,20,2036,20,2015,20,2094,0,0,2,832,10,332,2,661,1,751
6,battaramulla,10.0,per perch,Residential,9/15/2021,11.35,0,3.099785658,3,0.190254107,0,3.899164939,1,1.322045762,0,3.232578915,6.632045539,4.07247222,0.046516086,15,0.115221781,3,2.30456467,0,2.966136151,0,0.184195569,2,0.275528356,11,1.185148304,2," 2,500,000.00 "," 2,500,000.00 ",6.89890527537758,79.92864581540552,20,1528,17,277,5,622,0,0,20,567,14,924,3,1892,10,95,15,689,8,1787,0,0,10,274,20,400,20,1625,20,434,1,1189,4,2470,10,1240,0,0,0,0
18,bope,10.0,per perch,"Commercial, Residential",9/15/2021,36.09,0,18.6561491,1,0.546812986,0,10.47845145,0,21.22411339,0,5.192048924,16.69440877,3.421132423,4.421975181,0,4.385422206,0,15.8576472,0,4.668702569,0,11.6310353,0,4.992931183,0,9.219189864,0," 250,000.00 "," 250,000.00 ",6.835900447430913,80.13425954723583,2,636,1,1141,0,0,0,0,1,572,1,1059,0,0,1,881,1,1054,0,0,0,0,1,549,20,680,2,1210,6,643,0,0,0,0,1,1018,0,0,0,0
2,makandana,7.0,total price,"Commercial, Residential",9/15/2021,22.39,0,5.374540285,2,0.699164754,0,7.139995492,0,12.2326613,0,5.350999564,4.118825144,6.739824789,1.821689416,2,3.169233818,0,3.372696016,0,3.522924588,0,3.889013194,0,1.602959146,2,2.940111393,0," 5,650,000.00 "," 807,142.86 ",6.780731997379561,79.95016088372772,16,1234,4,317,1,615,12,254,15,522,3,704,0,0,2,2245,7,347,1,799,0,0,2,1599,20,41,11,792,16,308,0,0,1,609,5,353,0,0,0,0
2,makandana,6.5,total price,"Commercial, Residential",9/15/2021,22.39,0,5.374540285,2,0.699164754,0,7.139995492,0,12.2326613,0,5.350999564,4.118825144,6.739824789,1.821689416,2,3.169233818,0,3.372696016,0,3.522924588,0,3.889013194,0,1.602959146,2,2.940111393,0," 890,000.00 "," 136,923.08 ",6.77003333875938,79.95237143592954,8,517,0,0,1,953,10,85,5,1283,3,956,0,0,0,0,2,3843,1,1895,0,0,1,1206,20,116,6,3901,9,446,0,0,1,908,1,1246,0,0,0,0
2,makandana,6.5,per perch,"Commercial, Residential",9/15/2021,22.39,0,5.374540285,2,0.699164754,0,7.139995492,0,12.2326613,0,5.350999564,4.118825144,6.739824789,1.821689416,2,3.169233818,0,3.372696016,0,3.522924588,0,3.889013194,0,1.602959146,2,2.940111393,0," 890,000.00 "," 890,000.00 ",6.775078129997123,79.95306179483374,8,157,2,666,1,279,15,181,6,234,4,282,0,0,1,2642,3,3169,2,2015,0,0,0,0,20,1558,10,234,8,566,0,0,1,234,2,698,0,0,0,0
2,makandana,6.7,per perch,Residential,9/15/2021,22.39,0,5.374540285,2,0.699164754,0,7.139995492,0,12.2326613,0,5.350999564,4.118825144,6.739824789,1.821689416,2,3.169233818,0,3.372696016,0,3.522924588,0,3.889013194,0,1.602959146,2,2.940111393,0," 865,000.00 "," 865,000.00 ",6.769453406517045,79.95074520229704,8,1300,0,0,1,1039,10,128,5,1369,3,1043,0,0,1,3402,5,3930,1,1981,0,0,1,1292,20,319,6,1984,10,532,0,0,1,994,1,1332,0,0,0,0
21,maharagama,8.8,per perch,Residential,9/15/2021,15.34,0,4.222294805,4,0.369010476,1,0.382122379,0,5.026014326,0,2.696064051,6.132844101,0.105448493,0.204660942,10,0.286628589,4,1.451908281,1,2.904116106,0,3.275002357,0,0.52902818,12,0.218559789,3," 2,200,000.00 "," 2,200,000.00 ",6.8491713507157845,79.91815941234464,20,96,20,621,7,801,3,1277,20,281,11,418,4,1465,9,599,20,430,6,689,2,1139,6,1137,20,430,20,294,20,350,0,0,2,1745,19,430,4,2274,0,0
9,bomiriya,7.0,per perch,Residential,9/15/2021,20.21,0,11.38398501,1,0.86658912,0,10.03671583,0,5.241090205,0,4.452395666,3.231228684,9.461703594,1.564251976,1,2.754816493,0,7.391825847,0,10.08753633,0,2.606104768,0,1.45545367,1,1.669502034,1," 795,000.00 "," 795,000.00 ",6.928739736485231,80.00027057338298,9,1123,2,528,1,550,0,0,9,147,2,424,0,0,4,1265,2,811,1,3160,0,0,4,2678,20,1123,16,658,17,1884,0,0,0,0,1,818,0,0,1,1150
4,kesbewa,6.7,total price,"Commercial, Residential",9/15/2021,21.21,0,4.146354948,3,1.191395803,0,6.06056331,0,11.10565378,0,4.001993712,5.27731528,5.682614182,1.481078738,5,2.032313981,0,4.512436054,0,2.319756239,0,2.70435644,0,1.358658138,7,1.820113651,1," 5,750,000.00 "," 858,208.96 ",6.792870672799578,79.9345964687385,20,2112,4,2557,5,2299,10,2599,20,1866,4,1771,6,714,9,647,19,2033,1,2636,0,0,7,1905,20,0,20,2073,20,1866,0,0,2,2868,11,375,0,0,2,1581
11,madapatha,6.5,total price,"Commercial, Residential",9/15/2021,22.59,0,4.208843525,1,0.409900767,0,5.773967779,0,12.55411195,0,4.731446487,5.842113383,5.025225136,3.189759435,0,3.70997153,0,5.134437985,0,3.907407861,0,4.290938801,0,3.053364406,0,3.525063347,0," 5,500,000.00 "," 846,153.85 ",6.76853704866042,79.9328893676799,15,676,0,0,1,1204,10,365,12,383,4,617,1,252,2,875,5,365,0,0,0,0,1,590,20,276,8,2000,12,251,0,0,1,357,2,452,0,0,0,0
5,piliyandala,6.5,per perch,"Commercial, Residential",9/15/2021,18.85,0,3.819412539,3,0.364496008,0,4.687850894,0,8.734721412,0,2.75753304,6.672114016,5.148238391,0.144675834,8,0.10170684,4,3.948000811,0,0.115702883,1,0.338692207,1,0.49262073,12,0.048597652,2," 850,000.00 "," 850,000.00 ",6.814727241706809,79.90195600311499,8,1262,0,0,1,438,0,0,14,1656,3,1025,0,0,2,2087,0,0,3,63,0,0,3,831,20,1967,8,1384,15,970,0,0,1,1697,3,1815,1,1464,0,0
21,maharagama,24.5,per perch,"Commercial, Residential, Other",9/15/2021,15.34,0,4.222294805,4,0.369010476,1,0.382122379,0,5.026014326,0,2.696064051,6.132844101,0.105448493,0.204660942,10,0.286628589,4,1.451908281,1,2.904116106,0,3.275002357,0,0.52902818,12,0.218559789,3," 2,300,000.00 "," 2,300,000.00 ",6.841489583242161,79.93175004663225,20,255,10,503,3,1443,3,1321,20,388,10,342,4,1939,7,584,16,143,12,248,1,1641,8,614,20,413,20,571,20,99,1,787,2,310,14,574,4,341,4,154
19,boralesgamuwa,10.0,per perch,"Commercial, Residential",9/15/2021,13.98,0,4.016690619,1,0.429338572,0,2.727912724,0,3.818288657,1,1.440497502,8.830429042,2.212403368,0.071858443,10,0.087264039,2,1.864090006,1,4.97374457,0,0.811285315,1,0.100746527,11,0.886448814,1," 2,100,000.00 "," 2,100,000.00 ",6.844395673827912,79.89203910701347,20,259,10,1065,4,930,0,0,20,280,10,1741,3,1319,11,360,12,469,5,1083,0,0,4,589,20,436,20,108,20,56,0,0,2,191,12,416,0,0,0,0
1,ranala,9.6,per perch,Residential,9/15/2021,23.32,0,11.68124247,0,3.699442392,0,8.071884081,0,8.062804667,0,7.028561387,6.124351023,7.643558956,1.844832933,1,4.853199972,0,9.156112966,0,10.52137029,0,5.970519662,0,1.969323048,1,1.735535589,1," 450,000.00 "," 450,000.00 ",6.923518554622612,80.02890048286652,2,1528,1,822,0,0,0,0,4,473,1,827,0,0,1,852,3,851,0,0,0,0,1,988,20,286,1,12689,7,259,0,0,0,0,1,985,0,0,0,0
18,bope,10.0,per perch,Residential,9/15/2021,36.09,0,18.6561491,1,0.546812986,0,10.47845145,0,21.22411339,0,5.192048924,16.69440877,3.421132423,4.421975181,0,4.385422206,0,15.8576472,0,4.668702569,0,11.6310353,0,4.992931183,0,9.219189864,0," 260,000.00 "," 260,000.00 ",6.8260055534396775,80.14116996209556,4,1337,0,0,0,0,0,0,1,1070,1,1342,0,0,0,0,0,0,0,0,0,0,0,0,20,791,4,1425,6,608,0,0,1,484,1,1386,0,0,0,0
11,madapatha,6.0,per perch,Residential,9/15/2021,22.59,0,4.208843525,1,0.409900767,0,5.773967779,0,12.55411195,0,4.731446487,5.842113383,5.025225136,3.189759435,0,3.70997153,0,5.134437985,0,3.907407861,0,4.290938801,0,3.053364406,0,3.525063347,0," 900,000.00 "," 900,000.00 ",6.771128817717452,79.9340292319928,15,214,0,0,1,1641,17,538,14,1449,4,785,1,685,2,595,3,557,0,0,0,0,1,751,20,1449,7,273,14,381,0,0,1,790,2,846,0,0,0,0
8,nugegoda,11.0,per perch,Residential,9/15/2021,10.57,2,0.650935049,6,0.057182506,2,0.805928234,1,0.48894894,2,0.574608738,9.365425049,0.380556553,0.053768922,31,0.540329219,7,1.581158036,1,2.720707053,0,0.487678441,2,0.253841443,24,0.139402968,4," 3,500,000.00 "," 3,500,000.00 ",6.879652126660732,79.91780556549361,20,2106,6,1483,0,0,0,0,20,124,7,190,1,403,5,266,10,422,1,2275,0,0,0,0,20,44,16,593,20,124,0,0,2,1886,6,2087,1,1946,1,1450
