Address_ID,Address,Land_size(Perches),Price_Scale,Land_type,Posted_Date_new,Distance from fort,count_govtschools_A,min_dist_govtschools_a,count_govtschools_B,min_dist_govtschools_b,count_semigovtschools,min_dist_semigovtschools,count_intlschools,min_dist_intlschools,count_uni,min_dist_uni,min_dist_nearest_express,min_dist_nearest_railway,min_dist_nearest_bank,count_banks_within_2km,min_dist_nearest_FinanceCompany,count_FinanceCompanies_within_2km,min_dist_nearest_Govt_Hospital,count_Govt_Hospitals,min_dist_nearest_Pvt_Hospital,count_Pvt_Hospital,min_dist_nearest_Pvt_Med_center,count_Pvt_Med_Centers,min_dist_nearest_Supermarket,count_Supermarkets_within2km,min_dist_nearest_Fuel_station,count_Fuel_Stations_within2km,Mentioned Price(Rs),Price per Perch,latitude,longitude,bakery_count,bakery_mdist,bank_count,bank_mdist,bar_count,bar_mdist,bus_station_count,bus_station_mdist,clothing_store_count,clothing_store_mdist,doctor_count,doctor_mdist,gas_station_count,gas_station_mdist,gym_count,gym_mdist,hospital_count,hospital_mdist,university_count,university_mdist,train_station_count,train_station_mdist,supermarket_count,supermarket_mdist,store_count,store_mdist,school_count,school_mdist,restaurant_count,restaurant_mdist,police_count,police_mdist,post_office_count,post_office_mdist,pharmacy_count,pharmacy_mdist,movie_theater_count,movie_theater_mdist,library_count,library_mdist
7,malabe,10.0,per perch,Residential,9/3/2021,14.94,0,6.499677557,3,0.069944374,0,6.892376061,1,1.87887716,3,1.325521262,3.332054051,6.321523914,0.125554587,9,0.006866358,2,2.768051459,0,3.69256257,0,3.801017223,0,0.297162444,10,0.3277186,2," 1,500,000.00 "," 1,500,000.00 ",6.912922946533452,79.95245813462401,20,167,6,1811,3,4020,0,0,20,811,6,145,2,1747,5,95,3,724,8,1411,0,0,6,218,20,48,17,145,20,175,0,0,0,0,5,503,0,0,2,1581
10,thalawathugoda,20.0,per perch,"Commercial, Residential, Other",9/3/2021,14.19,0,3.947032227,1,1.741784529,0,3.685223074,0,2.039184201,0,4.333994379,4.620078445,3.239812649,0.047187666,14,0.311696409,1,4.725443891,0,0.346662018,1,2.60600085,0,0.207307327,9,1.832361316,1," 3,000,000.00 "," 3,000,000.00 ",6.883135715104437,79.93794612936362,20,1328,7,892,5,979,1,1254,20,10,7,1346,0,0,9,599,15,1379,2,3213,0,0,7,475,20,1549,20,1208,20,1312,0,0,3,1877,8,1714,1,1451,0,0
5,piliyandala,6.7,per perch,"Commercial, Residential",9/3/2021,18.85,0,3.819412539,3,0.364496008,0,4.687850894,0,8.734721412,0,2.75753304,6.672114016,5.148238391,0.144675834,8,0.10170684,4,3.948000811,0,0.115702883,1,0.338692207,1,0.49262073,12,0.048597652,2," 875,000.00 "," 875,000.00 ",6.819865562525805,79.91688519541842,20,239,3,237,1,1073,13,3,20,166,6,504,2,368,3,239,10,22,0,0,0,0,3,582,20,9,16,408,20,10,0,0,1,416,6,341,0,0,0,0
11,madapatha,7.0,total price,"Commercial, Residential",9/3/2021,22.59,0,4.208843525,1,0.409900767,0,5.773967779,0,12.55411195,0,4.731446487,5.842113383,5.025225136,3.189759435,0,3.70997153,0,5.134437985,0,3.907407861,0,4.290938801,0,3.053364406,0,3.525063347,0," 5,850,000.00 "," 835,714.29 ",6.77204558270804,79.9331237003601,15,147,1,1575,0,0,15,471,15,251,4,718,1,618,3,485,3,447,0,0,0,0,1,684,20,3,8,163,14,271,0,0,1,723,2,779,0,0,0,0
4,kesbewa,6.7,per perch,"Commercial, Residential",9/3/2021,21.21,0,4.146354948,3,1.191395803,0,6.06056331,0,11.10565378,0,4.001993712,5.27731528,5.682614182,1.481078738,5,2.032313981,0,4.512436054,0,2.319756239,0,2.70435644,0,1.358658138,7,1.820113651,1," 875,000.00 "," 875,000.00 ",6.792891042685916,79.93507028076871,20,99,4,2835,5,2577,4,2877,20,276,4,469,6,2684,9,925,19,252,1,2914,0,0,7,155,20,949,20,99,20,276,0,0,2,3146,10,653,0,0,2,479
4,kesbewa,7.0,total price,"Commercial, Residential",9/3/2021,21.21,0,4.146354948,3,1.191395803,0,6.06056331,0,11.10565378,0,4.001993712,5.27731528,5.682614182,1.481078738,5,2.032313981,0,4.512436054,0,2.319756239,0,2.70435644,0,1.358658138,7,1.820113651,1," 6,005,000.00 "," 857,857.14 ",6.778443068307467,79.9614270048097,8,2604,0,0,0,0,13,586,8,172,1,1335,0,0,1,2166,1,1168,1,243,0,0,0,0,20,887,7,602,5,3003,0,0,0,0,0,0,0,0,0,0
6,battaramulla,20.0,per perch,"Residential, Other",9/3/2021,11.35,0,3.099785658,3,0.190254107,0,3.899164939,1,1.322045762,0,3.232578915,6.632045539,4.07247222,0.046516086,15,0.115221781,3,2.30456467,0,2.966136151,0,0.184195569,2,0.275528356,11,1.185148304,2," 2,700,000.00 "," 2,700,000.00 ",6.912276345926401,79.92090334489635,20,334,2,1310,3,549,0,0,20,195,3,1105,0,0,7,865,9,832,5,3377,0,0,6,466,20,49,20,462,20,866,1,1847,1,1771,5,734,0,0,0,0
5,piliyandala,10.0,per perch,"Commercial, Residential",9/3/2021,18.85,0,3.819412539,3,0.364496008,0,4.687850894,0,8.734721412,0,2.75753304,6.672114016,5.148238391,0.144675834,8,0.10170684,4,3.948000811,0,0.115702883,1,0.338692207,1,0.49262073,12,0.048597652,2," 895,000.00 "," 895,000.00 ",6.801512722978033,79.93447587779475,20,863,9,807,5,606,2,2023,20,736,5,640,4,1563,7,1629,20,26,1,1931,0,0,8,1386,20,717,20,930,20,2174,0,0,1,1869,10,1211,0,0,1,1799
4,kesbewa,9.0,per perch,"Commercial, Residential",9/3/2021,21.21,0,4.146354948,3,1.191395803,0,6.06056331,0,11.10565378,0,4.001993712,5.27731528,5.682614182,1.481078738,5,2.032313981,0,4.512436054,0,2.319756239,0,2.70435644,0,1.358658138,7,1.820113651,1," 910,000.00 "," 910,000.00 ",6.7854254823468905,79.95534841669597,16,218,0,0,1,1247,3,1709,11,1731,1,891,0,0,1,2010,5,1455,1,782,0,0,1,1628,20,218,10,290,15,1105,0,0,0,0,3,1170,0,0,0,0
5,piliyandala,8.5,per perch,"Commercial, Residential",9/3/2021,18.85,0,3.819412539,3,0.364496008,0,4.687850894,0,8.734721412,0,2.75753304,6.672114016,5.148238391,0.144675834,8,0.10170684,4,3.948000811,0,0.115702883,1,0.338692207,1,0.49262073,12,0.048597652,2," 900,000.00 "," 900,000.00 ",6.757678428709495,79.9067731378046,20,418,2,1108,1,1189,0,0,20,716,4,1036,0,0,4,976,11,807,2,840,0,0,4,418,20,96,20,605,20,619,1,1073,2,250,3,479,0,0,0,0
4,kesbewa,7.5,per perch,"Commercial, Residential",9/3/2021,21.21,0,4.146354948,3,1.191395803,0,6.06056331,0,11.10565378,0,4.001993712,5.27731528,5.682614182,1.481078738,5,2.032313981,0,4.512436054,0,2.319756239,0,2.70435644,0,1.358658138,7,1.820113651,1," 915,000.00 "," 915,000.00 ",6.76804126307058,79.95630445997365,2,1086,0,0,0,0,11,50,1,1852,1,486,0,0,0,0,0,0,0,0,0,0,1,1776,20,614,1,512,6,1016,0,0,0,0,1,1816,0,0,0,0
12,nawala,100.0,per perch,Residential,9/3/2021,9.16,2,1.530830351,12,0.863357361,1,0.906167186,4,1.598612124,1,0.668115654,7.480199518,0.647482412,0.047406525,38,0.491287095,7,2.580394067,0,0.885503165,5,2.1024983,0,0.229319769,17,1.221395666,4," 5,000,000.00 "," 5,000,000.00 ",6.895492046668677,79.88943629524962,20,128,8,959,4,1208,2,295,20,160,11,120,1,678,14,109,15,368,6,345,0,0,8,107,20,17,20,56,20,107,1,1107,2,962,11,333,1,492,1,376
19,boralesgamuwa,19.05,per perch,Residential,9/3/2021,13.98,0,4.016690619,1,0.429338572,0,2.727912724,0,3.818288657,1,1.440497502,8.830429042,2.212403368,0.071858443,10,0.087264039,2,1.864090006,1,4.97374457,0,0.811285315,1,0.100746527,11,0.886448814,1," 1,200,000.00 "," 1,200,000.00 ",6.852572333753637,79.91248695655555,20,272,11,325,6,380,0,0,20,1573,12,472,3,502,4,298,20,432,20,1597,1,1398,3,1943,20,1708,20,383,20,257,0,0,2,132,12,371,0,0,5,1365
10,thalawathugoda,16.5,per perch,Other,9/3/2021,14.19,0,3.947032227,1,1.741784529,0,3.685223074,0,2.039184201,0,4.333994379,4.620078445,3.239812649,0.047187666,14,0.311696409,1,4.725443891,0,0.346662018,1,2.60600085,0,0.207307327,9,1.832361316,1," 3,000,000.00 "," 3,000,000.00 ",6.883576188995247,79.93786054295063,20,1330,7,894,3,981,1,1033,20,296,7,1348,0,0,8,1996,15,1381,1,3215,0,0,7,477,20,1552,20,1211,20,624,0,0,3,1880,9,1717,1,1454,0,0
7,malabe,9.5,per perch,Residential,9/3/2021,14.94,0,6.499677557,3,0.069944374,0,6.892376061,1,1.87887716,3,1.325521262,3.332054051,6.321523914,0.125554587,9,0.006866358,2,2.768051459,0,3.69256257,0,3.801017223,0,0.297162444,10,0.3277186,2," 1,300,000.00 "," 1,300,000.00 ",6.901631902220054,79.95769290224457,20,359,17,512,2,856,0,0,20,344,8,768,2,1122,9,267,11,540,2,1005,0,0,9,445,20,490,20,1030,20,304,1,455,1,814,11,495,1,642,2,899
16,mount lavinia,18.0,per perch,Other,9/3/2021,12.89,0,2.727171086,5,0.191582432,2,0.581298364,0,2.842966318,0,2.847591288,12.64244388,0.528389071,0.028453853,12,0.323762423,5,3.90721302,0,4.077519439,0,1.188857545,2,0.113299872,20,1.052875673,5," 5,000,000.00 "," 5,000,000.00 ",6.85609839016419,79.88966915816272,20,1099,5,28,3,1221,1,757,20,0,5,234,2,298,2,331,8,361,10,179,0,0,7,394,20,757,20,235,20,75,0,0,2,398,10,73,0,0,0,0
7,malabe,12.0,per perch,Residential,9/3/2021,14.94,0,6.499677557,3,0.069944374,0,6.892376061,1,1.87887716,3,1.325521262,3.332054051,6.321523914,0.125554587,9,0.006866358,2,2.768051459,0,3.69256257,0,3.801017223,0,0.297162444,10,0.3277186,2," 1,350,000.00 "," 1,350,000.00 ",6.895903314240528,79.94751488466973,15,426,0,0,0,0,0,0,11,1259,8,330,0,0,1,3033,5,419,1,1360,0,0,3,458,20,125,10,1198,20,38,1,844,0,0,2,137,1,1409,0,0
12,nawala,20.6,per perch,Other,9/3/2021,9.16,2,1.530830351,12,0.863357361,1,0.906167186,4,1.598612124,1,0.668115654,7.480199518,0.647482412,0.047406525,38,0.491287095,7,2.580394067,0,0.885503165,5,2.1024983,0,0.229319769,17,1.221395666,4," 5,500,000.00 "," 5,500,000.00 ",6.888740122711354,79.88599576513084,20,672,20,324,7,276,2,557,20,140,13,391,3,256,13,279,20,566,20,396,1,1328,7,551,20,22,20,254,20,162,1,1333,4,482,11,189,0,0,2,1137
6,battaramulla,15.0,per perch,Residential,9/3/2021,11.35,0,3.099785658,3,0.190254107,0,3.899164939,1,1.322045762,0,3.232578915,6.632045539,4.07247222,0.046516086,15,0.115221781,3,2.30456467,0,2.966136151,0,0.184195569,2,0.275528356,11,1.185148304,2," 2,090,000.00 "," 2,090,000.00 ",6.891157497415479,79.91763384753482,15,969,4,557,2,930,0,0,20,872,6,1174,0,0,3,4236,5,1076,4,577,0,0,5,3218,20,3791,17,3760,20,782,2,1177,2,1771,2,1124,0,0,1,1390
11,madapatha,6.0,per perch,Residential,9/3/2021,22.59,0,4.208843525,1,0.409900767,0,5.773967779,0,12.55411195,0,4.731446487,5.842113383,5.025225136,3.189759435,0,3.70997153,0,5.134437985,0,3.907407861,0,4.290938801,0,3.053364406,0,3.525063347,0," 900,000.00 "," 900,000.00 ",6.762523441808335,79.9265409845439,7,247,0,0,0,0,14,1213,7,947,4,2800,1,904,1,1150,3,299,0,0,0,0,1,1289,20,247,4,418,12,553,0,0,1,799,1,705,0,0,0,0
6,battaramulla,8.0,per perch,Residential,9/3/2021,11.35,0,3.099785658,3,0.190254107,0,3.899164939,1,1.322045762,0,3.232578915,6.632045539,4.07247222,0.046516086,15,0.115221781,3,2.30456467,0,2.966136151,0,0.184195569,2,0.275528356,11,1.185148304,2," 1,700,000.00 "," 1,700,000.00 ",6.904274915807269,79.92091426431561,20,81,20,129,4,396,1,595,20,144,13,573,3,1021,12,597,17,219,10,197,0,0,9,120,20,69,20,46,20,86,4,1152,4,187,11,208,0,0,3,504
16,mount lavinia,11.5,per perch,"Commercial, Residential, Other",9/3/2021,12.89,0,2.727171086,5,0.191582432,2,0.581298364,0,2.842966318,0,2.847591288,12.64244388,0.528389071,0.028453853,12,0.323762423,5,3.90721302,0,4.077519439,0,1.188857545,2,0.113299872,20,1.052875673,5," 3,000,000.00 "," 3,000,000.00 ",6.864549039270179,79.8945352933787,20,672,17,727,5,1554,1,1898,20,843,11,996,4,1780,11,1941,20,600,20,838,2,1433,15,1158,20,288,20,870,20,177,1,2076,2,1352,19,211,2,1274,1,1891
3,kaduwela,555.0,per perch,Commercial,9/3/2021,17.66,0,10.99800654,2,0.686801718,0,10.30164488,0,3.09405539,0,2.766675534,1.341754436,9.982145833,0.351838973,8,0.25650097,5,4.96489541,0,8.245114297,0,0.271561131,1,0.22296895,5,0.044349224,1," 480,000.00 "," 480,000.00 ",6.9358901619312325,79.98174774995128,20,714,14,193,4,804,1,246,20,125,5,1222,6,223,9,141,9,188,1,1366,0,0,14,132,20,809,20,771,20,186,0,0,1,709,11,209,2,539,1,629
16,mount lavinia,11.5,per perch,"Commercial, Residential",9/3/2021,12.89,0,2.727171086,5,0.191582432,2,0.581298364,0,2.842966318,0,2.847591288,12.64244388,0.528389071,0.028453853,12,0.323762423,5,3.90721302,0,4.077519439,0,1.188857545,2,0.113299872,20,1.052875673,5," 3,000,000.00 "," 3,000,000.00 ",6.834265347160866,79.87772084064352,20,667,7,1176,2,261,0,0,20,219,4,219,1,1135,4,773,10,412,3,1099,0,0,12,485,20,647,20,223,20,209,0,0,1,1218,6,909,0,0,2,1255
1,ranala,6.5,per perch,"Residential, Other",9/2/2021,23.32,0,11.68124247,0,3.699442392,0,8.071884081,0,8.062804667,0,7.028561387,6.124351023,7.643558956,1.844832933,1,4.853199972,0,9.156112966,0,10.52137029,0,5.970519662,0,1.969323048,1,1.735535589,1," 430,000.00 "," 430,000.00 ",6.924221234758498,80.03327450249027,3,13671,1,13830,0,0,0,0,3,14817,1,14185,0,0,0,0,1,13760,0,0,0,0,0,0,20,207,2,13452,6,13799,0,0,1,14043,0,0,0,0,0,0
11,madapatha,6.6,per perch,Residential,9/2/2021,22.59,0,4.208843525,1,0.409900767,0,5.773967779,0,12.55411195,0,4.731446487,5.842113383,5.025225136,3.189759435,0,3.70997153,0,5.134437985,0,3.907407861,0,4.290938801,0,3.053364406,0,3.525063347,0," 890,000.00 "," 890,000.00 ",6.771457137344955,79.9378341438228,12,854,1,1338,0,0,14,372,13,623,4,1215,1,992,3,1017,6,1055,0,0,0,0,0,0,20,810,7,1285,13,690,0,0,1,1097,1,1192,0,0,0,0
1,ranala,6.5,per perch,"Residential, Other",9/2/2021,23.32,0,11.68124247,0,3.699442392,0,8.071884081,0,8.062804667,0,7.028561387,6.124351023,7.643558956,1.844832933,1,4.853199972,0,9.156112966,0,10.52137029,0,5.970519662,0,1.969323048,1,1.735535589,1," 430,000.00 "," 430,000.00 ",6.915095337460861,80.02207653999314,2,1093,1,832,0,0,0,0,8,576,1,994,1,1395,1,1550,4,1093,0,0,0,0,0,0,20,145,6,693,8,684,0,0,0,0,0,0,1,524,0,0
5,piliyandala,18.2,per perch,Residential,9/2/2021,18.85,0,3.819412539,3,0.364496008,0,4.687850894,0,8.734721412,0,2.75753304,6.672114016,5.148238391,0.144675834,8,0.10170684,4,3.948000811,0,0.115702883,1,0.338692207,1,0.49262073,12,0.048597652,2," 600,000.00 "," 600,000.00 ",6.794026849458279,79.96780302413303,13,450,1,1602,0,0,0,0,13,440,0,0,1,1446,0,0,8,252,1,1520,0,0,5,960,20,202,8,466,16,262,0,0,1,1022,3,1091,0,0,1,999
22,hokandara,10.0,per perch,Residential,9/2/2021,16.39,0,4.673446369,1,0.386004477,0,4.412525038,0,3.890750378,0,3.876604793,1.871289347,3.876447241,0.024556017,1,2.28896203,0,4.937735081,0,2.968546848,0,4.563301923,0,1.187704419,5,0.074058786,1," 950,000.00 "," 950,000.00 ",6.886313150303186,79.95143096492504,15,165,0,0,0,0,0,0,9,796,9,1648,0,0,1,1150,4,1078,0,0,0,0,3,3072,20,165,12,309,20,1112,0,0,0,0,0,0,0,0,0,0
22,hokandara,8.8,per perch,Residential,9/2/2021,16.39,0,4.673446369,1,0.386004477,0,4.412525038,0,3.890750378,0,3.876604793,1.871289347,3.876447241,0.024556017,1,2.28896203,0,4.937735081,0,2.968546848,0,4.563301923,0,1.187704419,5,0.074058786,1," 770,000.00 "," 770,000.00 ",6.882729841553279,79.9495189648245,14,303,0,0,0,0,0,0,6,385,4,375,0,0,2,1244,7,1269,1,1579,0,0,2,328,20,328,13,413,20,534,0,0,1,2307,4,1746,0,0,0,0
6,battaramulla,46.0,per perch,"Commercial, Residential",9/2/2021,11.35,0,3.099785658,3,0.190254107,0,3.899164939,1,1.322045762,0,3.232578915,6.632045539,4.07247222,0.046516086,15,0.115221781,3,2.30456467,0,2.966136151,0,0.184195569,2,0.275528356,11,1.185148304,2," 4,100,000.00 "," 4,100,000.00 ",6.905597103592279,79.91569686067078,20,462,18,853,5,1514,1,1522,20,781,9,1101,2,868,6,589,12,777,7,747,0,0,5,836,20,831,20,450,20,168,3,890,3,972,7,1548,0,0,3,1277
6,battaramulla,46.0,per perch,"Commercial, Residential",9/2/2021,11.35,0,3.099785658,3,0.190254107,0,3.899164939,1,1.322045762,0,3.232578915,6.632045539,4.07247222,0.046516086,15,0.115221781,3,2.30456467,0,2.966136151,0,0.184195569,2,0.275528356,11,1.185148304,2," 4,100,000.00 "," 4,100,000.00 ",6.902693928491548,79.91815246288569,20,0,20,1090,5,1095,1,1293,20,0,12,93,2,1085,8,1296,14,1311,10,246,0,0,8,1144,20,1179,20,317,20,6,4,57,4,887,8,1175,0,0,3,333
11,madapatha,6.5,per perch,Residential,9/2/2021,22.59,0,4.208843525,1,0.409900767,0,5.773967779,0,12.55411195,0,4.731446487,5.842113383,5.025225136,3.189759435,0,3.70997153,0,5.134437985,0,3.907407861,0,4.290938801,0,3.053364406,0,3.525063347,0," 890,000.00 "," 890,000.00 ",6.769558053477935,79.93131647341403,14,268,0,0,0,0,10,97,15,249,4,344,1,244,2,867,4,84,0,0,0,0,1,310,20,108,9,537,14,91,0,0,1,349,2,444,0,0,0,0
3,kaduwela,7.0,per perch,Residential,9/2/2021,17.66,0,10.99800654,2,0.686801718,0,10.30164488,0,3.09405539,0,2.766675534,1.341754436,9.982145833,0.351838973,8,0.25650097,5,4.96489541,0,8.245114297,0,0.271561131,1,0.22296895,5,0.044349224,1," 375,000.00 "," 375,000.00 ",6.937330931859182,79.98236810361655,20,338,14,232,4,701,1,143,20,49,5,711,5,261,9,180,9,18,1,1263,0,0,12,110,20,18,20,669,20,173,0,0,2,607,11,106,2,436,1,526
5,piliyandala,15.0,per perch,Residential,9/2/2021,18.85,0,3.819412539,3,0.364496008,0,4.687850894,0,8.734721412,0,2.75753304,6.672114016,5.148238391,0.144675834,8,0.10170684,4,3.948000811,0,0.115702883,1,0.338692207,1,0.49262073,12,0.048597652,2," 1,100,000.00 "," 1,100,000.00 ",6.816212195678996,79.9155354675302,20,133,3,813,2,1087,12,434,20,145,2,319,2,520,3,475,9,483,0,0,0,0,3,450,20,145,15,627,20,33,0,0,1,430,5,411,0,0,0,0
4,kesbewa,6.5,per perch,Residential,9/2/2021,21.21,0,4.146354948,3,1.191395803,0,6.06056331,0,11.10565378,0,4.001993712,5.27731528,5.682614182,1.481078738,5,2.032313981,0,4.512436054,0,2.319756239,0,2.70435644,0,1.358658138,7,1.820113651,1," 895,000.00 "," 895,000.00 ",6.797966638050036,79.95518749973441,10,184,2,1688,2,154,0,0,12,706,2,908,0,0,3,377,4,711,1,1403,0,0,3,681,20,172,5,589,15,198,0,0,0,0,3,1286,0,0,0,0
6,battaramulla,39.5,per perch,Residential,9/2/2021,11.35,0,3.099785658,3,0.190254107,0,3.899164939,1,1.322045762,0,3.232578915,6.632045539,4.07247222,0.046516086,15,0.115221781,3,2.30456467,0,2.966136151,0,0.184195569,2,0.275528356,11,1.185148304,2," 1,400,000.00 "," 1,400,000.00 ",6.905604635175668,79.92120127801621,20,209,20,376,4,644,1,842,20,381,9,540,3,987,10,994,17,467,12,444,0,0,9,367,20,317,20,175,20,348,4,1119,4,434,11,455,0,0,3,751
8,nugegoda,15.0,per perch,"Commercial, Residential",9/2/2021,10.57,2,0.650935049,6,0.057182506,2,0.805928234,1,0.48894894,2,0.574608738,9.365425049,0.380556553,0.053768922,31,0.540329219,7,1.581158036,1,2.720707053,0,0.487678441,2,0.253841443,24,0.139402968,4," 4,500,000.00 "," 4,500,000.00 ",6.848668847656835,79.8945835808803,20,808,2,1056,3,1047,1,970,20,593,6,698,3,519,11,778,10,1120,9,283,0,0,4,413,20,413,20,751,20,0,0,0,3,901,9,419,0,0,0,0
4,kesbewa,9.2,total price,Commercial,9/2/2021,21.21,0,4.146354948,3,1.191395803,0,6.06056331,0,11.10565378,0,4.001993712,5.27731528,5.682614182,1.481078738,5,2.032313981,0,4.512436054,0,2.319756239,0,2.70435644,0,1.358658138,7,1.820113651,1," 8,645,750.00 "," 939,755.43 ",6.780911551006527,79.96394936797526,12,591,1,1857,0,0,10,619,12,441,0,0,1,1898,1,2039,9,1041,2,343,0,0,2,1856,20,1025,12,348,11,425,0,0,1,1597,3,1434,0,0,1,1620
16,mount lavinia,22.0,total price,Residential,9/2/2021,12.89,0,2.727171086,5,0.191582432,2,0.581298364,0,2.842966318,0,2.847591288,12.64244388,0.528389071,0.028453853,12,0.323762423,5,3.90721302,0,4.077519439,0,1.188857545,2,0.113299872,20,1.052875673,5," 50,000,000.00 "," 2,272,727.27 ",6.858016831240273,79.8849170722881,20,1712,6,634,2,2169,1,1757,20,1399,10,626,4,996,6,838,10,1786,9,671,0,0,11,1304,20,1399,20,258,20,177,1,1929,1,1461,13,753,0,0,0,0
13,dehiwala,12.9,per perch,Residential,9/2/2021,10.96,1,0.775167544,5,0.417572798,2,1.547187854,1,0.824534671,1,1.555973958,11.53988387,0.42972373,0.126142707,18,0.732040308,3,2.020949248,0,2.069620526,0,0.26606382,1,0.460378059,12,0.545357036,3," 3,800,000.00 "," 3,800,000.00 ",6.851289474303152,79.86463273927798,20,85,17,46,5,1504,0,0,20,31,19,197,2,576,12,143,20,31,20,138,1,283,14,144,20,57,20,86,20,31,1,797,3,66,15,31,1,1267,1,1674
12,nawala,19.0,per perch,Residential,9/2/2021,9.16,2,1.530830351,12,0.863357361,1,0.906167186,4,1.598612124,1,0.668115654,7.480199518,0.647482412,0.047406525,38,0.491287095,7,2.580394067,0,0.885503165,5,2.1024983,0,0.229319769,17,1.221395666,4," 6,500,000.00 "," 6,500,000.00 ",6.893209232323105,79.89003428229151,20,142,10,666,5,495,2,131,20,133,8,261,2,897,12,479,14,587,10,564,0,0,7,185,20,20,20,137,20,6,1,1326,1,798,14,169,1,785,1,668
2,makandana,11.6,total price,"Commercial, Residential",9/2/2021,22.39,0,5.374540285,2,0.699164754,0,7.139995492,0,12.2326613,0,5.350999564,4.118825144,6.739824789,1.821689416,2,3.169233818,0,3.372696016,0,3.522924588,0,3.889013194,0,1.602959146,2,2.940111393,0," 11,200,000.00 "," 965,517.24 ",6.776509208901662,79.95529369731716,9,660,1,1116,1,1357,17,1766,7,400,3,1360,0,0,0,0,2,1519,1,1647,0,0,0,0,20,400,8,1351,5,915,0,0,1,1351,2,1524,0,0,0,0
11,madapatha,7.0,total price,"Commercial, Residential",9/2/2021,22.59,0,4.208843525,1,0.409900767,0,5.773967779,0,12.55411195,0,4.731446487,5.842113383,5.025225136,3.189759435,0,3.70997153,0,5.134437985,0,3.907407861,0,4.290938801,0,3.053364406,0,3.525063347,0," 6,459,500.00 "," 922,785.71 ",6.761622662245762,79.93485344778381,5,221,0,0,0,0,11,239,8,155,4,816,1,1408,2,489,3,416,0,0,0,0,0,0,20,19,8,202,10,234,0,0,1,1303,1,1229,0,0,0,0
2,makandana,8.6,total price,"Commercial, Residential",9/2/2021,22.39,0,5.374540285,2,0.699164754,0,7.139995492,0,12.2326613,0,5.350999564,4.118825144,6.739824789,1.821689416,2,3.169233818,0,3.372696016,0,3.522924588,0,3.889013194,0,1.602959146,2,2.940111393,0," 8,195,000.00 "," 952,906.98 ",6.781290151556003,79.9504695296295,18,1278,4,445,1,742,12,382,15,397,3,537,0,0,2,2246,6,267,1,427,0,0,2,1601,20,166,9,450,15,352,0,0,1,737,5,272,0,0,0,0
1,ranala,6.5,per perch,"Residential, Other",9/2/2021,23.32,0,11.68124247,0,3.699442392,0,8.071884081,0,8.062804667,0,7.028561387,6.124351023,7.643558956,1.844832933,1,4.853199972,0,9.156112966,0,10.52137029,0,5.970519662,0,1.969323048,1,1.735535589,1," 615,000.00 "," 615,000.00 ",6.921439374589226,80.0211744305385,6,1070,2,1476,0,0,0,0,7,614,1,1309,1,913,1,757,6,757,0,0,0,0,1,894,20,766,5,1614,12,838,1,1245,1,965,3,890,0,0,0,0
1,ranala,6.8,per perch,"Commercial, Residential, Other",9/2/2021,23.32,0,11.68124247,0,3.699442392,0,8.071884081,0,8.062804667,0,7.028561387,6.124351023,7.643558956,1.844832933,1,4.853199972,0,9.156112966,0,10.52137029,0,5.970519662,0,1.969323048,1,1.735535589,1," 610,000.00 "," 610,000.00 ",6.922606678403684,80.02730142931988,5,1361,3,988,0,0,0,0,4,306,1,994,1,840,1,685,3,685,0,0,0,0,1,822,20,303,3,1542,8,92,0,0,1,893,3,818,0,0,0,0
1,ranala,6.7,total price,"Commercial, Residential, Other",9/2/2021,23.32,0,11.68124247,0,3.699442392,0,8.071884081,0,8.062804667,0,7.028561387,6.124351023,7.643558956,1.844832933,1,4.853199972,0,9.156112966,0,10.52137029,0,5.970519662,0,1.969323048,1,1.735535589,1," 4,200,000.00 "," 626,865.67 ",6.91646783054028,80.0222930276711,6,939,2,677,0,0,0,0,8,730,1,840,1,1240,1,1396,4,939,0,0,0,0,1,1259,20,10,5,539,12,839,0,0,1,1187,3,1263,1,679,0,0
5,piliyandala,2.0,total price,Commercial,9/2/2021,18.85,0,3.819412539,3,0.364496008,0,4.687850894,0,8.734721412,0,2.75753304,6.672114016,5.148238391,0.144675834,8,0.10170684,4,3.948000811,0,0.115702883,1,0.338692207,1,0.49262073,12,0.048597652,2," 8,000,000.00 "," 4,000,000.00 ",6.817835676327243,79.90328396984033,13,877,0,0,1,977,0,0,13,1029,2,1135,0,0,1,2197,2,1107,3,590,0,0,2,940,20,1216,7,1873,16,1079,0,0,0,0,5,1533,1,1573,0,0
12,nawala,7.32,total price,Residential,9/2/2021,9.16,2,1.530830351,12,0.863357361,1,0.906167186,4,1.598612124,1,0.668115654,7.480199518,0.647482412,0.047406525,38,0.491287095,7,2.580394067,0,0.885503165,5,2.1024983,0,0.229319769,17,1.221395666,4," 20,496,000.00 "," 2,800,000.00 ",6.8989361843088,79.89222538639056,18,313,3,321,3,1072,2,853,20,272,8,428,0,0,9,422,9,432,9,481,0,0,6,325,20,343,20,25,20,135,0,0,1,597,9,372,1,380,2,497
